escalation_id,ticket_id,from_agent_id,to_agent_id,escalation_reason,escalation_date,escalation_level,resolution_time_hours,is_resolved,notes
1710,11361,29.0,48,Manager Required,2023-08-04,2,18,True,Oil by fly dinner personal thank half environment term off soldier.
1711,11362,15.0,3,,2023-10-01,2,41,False,There product really candidate head side speak crime.
1712,11368,4.0,44,,2023-11-21,2,12,True,Sense different impact work view let yard production soon southern.
1713,11403,24.0,37,,2024-04-16,2,8,False,Take quality majority body great hard.
1714,11407,26.0,8,,2024-04-13,2,8,True,Political successful experience card red.
1715,11423,49.0,46,,2023-05-22,2,48,False,What personal feeling sound discover be half.
1716,11424,39.0,47,,2024-04-16,2,25,True,Long manage up film possible buy late visit walk catch.
1717,11433,38.0,4,,2024-03-19,1,47,True,Respond though beyond inside station each admit management marriage deep everyone.
1718,11439,21.0,14,,2024-11-10,1,43,True,Whole boy human natural Mr guess worry.
1719,11442,44.0,27,,2024-07-12,3,12,True,Strategy fear minute spring support anyone.
1720,11445,38.0,3,,2023-06-22,3,47,False,Second development training never charge get.
1721,11446,5.0,27,,2024-07-26,2,46,False,Success career defense remember member win wrong head over two tax.
1722,11447,22.0,39,,2023-12-24,2,16,True,Back statement idea decision inside government begin grow middle recent.
1723,11448,18.0,41,Complex Technical Issue,2023-10-22,1,11,True,Pick up if one allow minute agreement can.
1724,11451,26.0,29,Security Concern,2023-06-29,1,10,True,Interest whom think commercial hit evidence.
1725,11452,49.0,24,Customer Dissatisfaction,2024-01-28,1,30,False,Door even clear total democratic you.
1726,11456,34.0,3,,2023-07-24,2,8,True,Defense arrive year show relationship million.
1727,11467,10.0,2,,2024-11-24,3,48,True,Job such seven team than story PM once anything.
1728,11474,19.0,7,,2024-12-03,3,26,True,Too appear adult anyone cultural able watch man audience about.
1729,11484,38.0,45,,2024-10-22,1,24,True,Note body or happy media cup fund parent event.
1730,11485,37.0,12,,2024-09-09,2,44,True,No response paper attack college buy many.
1731,11499,,2,,2024-06-16,2,37,True,Hundred scientist wait want lead different one we though.
1732,11501,37.0,20,,2024-03-27,3,9,True,At real admit course five quite.
1733,11519,29.0,36,,2024-04-05,3,6,True,Media present include real drive adult gun court site fine rather.
1734,11557,10.0,50,,2024-04-11,2,10,True,Agree left push let education road.
1735,11562,38.0,44,,2024-04-02,1,20,False,Away across third production.
1736,11575,19.0,47,,2023-08-01,2,3,True,Heart medical choice turn door practice.
1737,11578,38.0,31,,2024-03-08,3,32,True,Change owner though expert young feel.
1738,11580,29.0,42,,2024-06-03,3,17,True,Himself create order letter should company son feel lawyer race.
1739,11586,17.0,49,,2024-08-10,3,35,True,Attorney push interview capital education staff view.
1740,11591,22.0,44,SLA Breach Risk,2024-05-18,2,47,True,Organization car result citizen explain adult assume.
1741,11593,,6,,2023-11-06,2,15,True,Situation today energy hand property summer light outside deal.
1742,11597,30.0,48,Manager Required,2024-06-01,3,46,True,Question arrive these ready onto far address.
1743,11607,29.0,1,,2024-11-22,1,48,True,Herself catch learn guy newspaper learn.
1744,11636,,35,Manager Required,2024-01-27,2,28,True,Management fire reveal question police support subject card.
1745,11637,20.0,4,,2024-08-13,2,22,True,Professor personal give right how ever single do thousand protect.
1746,11641,38.0,33,,2023-07-03,2,20,True,We education myself world arrive help.
1747,11644,4.0,9,,2023-07-17,1,18,True,Particularly summer his against student minute door.
1748,11648,,48,,2024-02-05,3,25,True,Television into government understand common develop yet law.
1749,11650,50.0,42,,2024-06-08,2,35,True,Could open believe official everybody white inside chair manage some.
1750,11654,1.0,20,,2024-09-17,3,47,True,Age relate article feel benefit even.
1751,11661,39.0,44,Customer Dissatisfaction,2024-04-11,1,19,True,Issue structure much fear customer.
1752,11664,,24,,2024-04-03,3,23,True,Capital rich heart trial result participant who born.
1753,11666,35.0,4,,2024-08-15,1,36,False,Analysis could might water only order note.
1754,11670,47.0,24,,2023-06-18,2,48,True,Describe third age teach deal contain final my thus stay young.
1755,11676,34.0,33,,2024-04-13,1,29,False,Result follow American else song reduce leader.
1756,11680,22.0,7,,2024-03-27,2,18,True,Follow surface other account local how.
1757,11681,45.0,20,,2024-07-04,2,36,True,Animal state truth even yeah couple including series appear ask.
1758,11693,12.0,33,,2024-07-18,1,29,True,Produce every read wonder who choose interest reduce say be.
1759,11697,31.0,45,,2023-05-15,1,13,True,Seven talk statement machine building theory movement.
1760,11708,24.0,38,,2023-08-19,3,35,False,Popular form front attorney do base step here.
1761,11724,1.0,11,,2024-02-17,2,34,True,Mind color require fast realize letter laugh whole film media.
1762,11725,30.0,34,,2024-03-19,1,44,True,Whole check church line skill argue sister knowledge control.
1763,11726,43.0,24,,2024-07-02,1,19,True,Central increase they institution.
1764,11734,2.0,20,SLA Breach Risk,2024-05-04,2,39,True,Course story hospital its along thought daughter local animal organization.
1765,11749,11.0,17,Customer Dissatisfaction,2024-12-12,3,34,False,Method whether shoulder player return management police.
1766,11756,,48,,2024-05-23,3,25,True,Per several analysis what drug meeting environment member truth.
1767,11771,45.0,18,,2023-02-19,1,14,False,Enjoy money research piece sort.
1768,11774,22.0,44,Customer Dissatisfaction,2024-09-13,1,47,True,Song have away walk relationship.
1769,11808,14.0,39,,2023-12-09,2,1,True,Door room increase dream process entire walk lead everybody itself.
1770,11817,13.0,2,,2024-06-01,3,48,True,Most what visit high.
1771,11824,8.0,12,,2024-01-31,3,17,False,Board can officer animal position learn know north course more.
1772,11825,,7,,2024-01-03,3,12,True,Able executive million public minute heart begin beautiful involve.
1773,11835,27.0,11,,2023-11-04,1,4,True,Me attorney foot perhaps put cup whatever four suggest parent.
1774,11838,24.0,3,,2024-05-11,3,39,True,Onto offer whom despite take throw them.
1775,11843,7.0,46,,2024-01-14,3,8,True,Meeting young test thought according.
1776,11849,24.0,3,,2024-05-21,1,12,True,Least short view establish room music kitchen.
1777,11859,15.0,13,,2023-08-12,3,47,True,Something five any Congress ability financial letter adult expert.
1778,11870,45.0,25,Vendor Issue,2024-07-18,2,23,True,Bad nor onto pass letter talk teacher production ago.
1779,11875,,13,,2024-01-14,3,13,True,Worker of oil color early former garden boy.
1780,11878,6.0,47,,2023-12-24,2,8,True,Gas foreign owner hit policy.
1781,11880,10.0,35,,2024-07-31,3,15,True,Understand by off second really argue hotel.
1782,11885,18.0,1,,2024-12-25,3,24,True,Event course physical again third arrive like lawyer.
1783,11889,7.0,24,,2023-11-11,1,38,True,Mother consider foreign add teacher bank.
1784,11899,20.0,44,,2023-03-04,1,30,True,More sit low notice particular according simple certain become crime.
1785,11904,28.0,32,,2024-12-09,3,3,True,You Republican away early there place nor.
1786,11908,,30,,2024-12-17,1,33,True,Tough author say of land win through.
1787,11909,39.0,9,,2024-10-31,2,34,True,Tend activity record country building sound.
1788,11913,34.0,15,,2023-05-22,2,38,False,Wonder type the owner these economy explain cut involve.
1789,11914,38.0,11,,2024-07-16,1,9,True,Like home pattern grow once fill.
1790,11920,38.0,13,,2024-06-21,1,35,True,Environmental suffer each career interest similar husband.
1791,11928,7.0,20,,2024-10-02,3,22,False,Quality last test relate song fact.
1792,11948,33.0,27,,2023-07-24,3,34,True,Kitchen police school young ever court necessary.
1793,11952,43.0,4,,2024-10-30,2,9,True,Art tell whole my site into college option usually relate.
1794,11957,18.0,32,,2023-09-30,2,2,True,Plan present easy local month agency ok skill.
1795,11961,3.0,27,,2024-09-07,3,43,True,One fire keep hold when.
1796,11965,43.0,36,,2024-02-04,2,13,True,Treatment necessary drug network area teacher detail size practice rich.
1797,11978,2.0,4,,2024-06-05,1,8,True,Student what event before kid.
1798,11980,,43,,2023-06-02,1,11,False,Home them poor fast good lot.
1799,11981,,42,,2023-11-19,1,41,True,North open any news minute best thus.
1800,11987,28.0,10,,2023-05-21,1,32,True,Draw would garden local.
1801,11988,21.0,38,,2023-11-21,1,7,True,Its world beat dream really bed civil clearly result.
1802,11993,,34,,2023-10-26,2,44,True,Down under summer song become high.
1803,11994,42.0,45,,2024-05-12,1,31,True,Tax finish top west cold however enter determine will civil base.
1804,12007,9.0,12,,2024-07-28,2,18,True,Position blue week bank own court dinner.
1805,12018,24.0,32,,2024-01-28,1,3,True,Employee inside as why already.
1806,12022,,46,Security Concern,2024-01-28,2,47,True,Make with opportunity federal check research.
1807,12037,,38,,2024-08-01,1,34,True,Difference together require happy matter rule age fear specific follow involve.
1808,12038,34.0,48,,2024-03-17,1,31,True,Year window Mrs population perform this sister.
1809,12039,,43,Complex Technical Issue,2024-01-08,3,6,True,Accept decade make live series sit college relationship.
1810,12040,50.0,38,,2023-09-28,2,15,True,Some rich difficult machine husband food really those area.
1811,12051,5.0,38,,2024-07-18,2,17,False,Be American what book music better fly account between read.
1812,12066,27.0,45,,2023-09-12,3,4,True,Old pretty environmental away box reveal citizen treat speak list.
1813,12080,36.0,50,Manager Required,2023-08-24,2,5,False,Authority everybody positive recognize arrive.
1814,12081,13.0,31,SLA Breach Risk,2024-02-09,2,48,True,Above within mind property case it across community fund forget.
1815,12087,33.0,9,,2024-07-28,1,7,True,Present member factor good degree outside gas.
1816,12093,22.0,29,,2024-02-23,3,13,True,Remain clear whom style economy skin give.
1817,12097,45.0,4,Customer Dissatisfaction,2023-04-01,1,1,True,Current member happen mission year gas hair.
1818,12101,39.0,47,,2023-11-15,2,32,True,Congress employee four billion doctor area.
1819,12103,42.0,5,,2024-08-27,1,43,True,However fact budget blood fly.
1820,12106,14.0,25,Security Concern,2024-02-01,2,37,True,Surface nation century everyone nice.
1821,12109,39.0,4,,2023-08-18,1,26,False,Dinner everyone eight government let better must glass full matter.
1822,12129,,49,,2023-09-06,1,12,True,West yard similar campaign second consider from.
1823,12130,3.0,5,,2024-06-30,3,23,False,Summer evening local lay black suggest face budget follow.
1824,12131,,47,,2023-07-25,2,5,True,Red win type total professional out sometimes by low building.
1825,12134,16.0,35,,2024-11-29,1,8,False,Organization lay her life inside without.
1826,12135,36.0,29,,2024-06-06,2,13,True,North modern social show scene campaign see understand.
1827,12138,50.0,43,,2023-08-01,1,25,True,Easy skill Mrs dream response challenge behind word.
1828,12140,17.0,35,,2024-02-24,1,22,True,Heart information practice seat many show again scientist national spend everything.
1829,12146,21.0,24,,2023-12-09,3,31,True,Forward fine like hard tax especially charge place.
1830,12148,45.0,48,,2024-12-12,3,46,False,Stage page different song building throw account serious.
1831,12153,,4,,2023-06-12,3,11,False,Professor wait culture behind discussion American.
1832,12155,19.0,22,,2024-12-17,3,46,True,Before national capital daughter son happen kind technology per.
1833,12164,38.0,10,,2024-03-21,3,22,True,General out board player none too fish husband.
1834,12166,17.0,15,,2024-06-25,2,30,True,Reach son last happen process.
1835,12173,8.0,50,,2024-03-10,1,44,False,Participant various pressure final talk event finish.
1836,12180,20.0,30,,2023-01-09,1,42,True,Actually quickly them such law audience energy summer almost.
1837,12183,27.0,15,,2024-11-27,2,23,False,Truth material industry after close.
1838,12184,31.0,47,,2024-11-29,3,23,True,Imagine what position hour dream month consumer moment.
1839,12194,8.0,43,,2024-07-01,3,32,True,Respond ground until unit real per direction final.
1840,12224,19.0,38,,2024-08-31,2,6,True,Bed town adult buy relate west night wish.
1841,12225,32.0,49,,2024-10-23,2,32,True,She effort teach hold whom.
1842,12234,48.0,1,Security Concern,2023-02-19,1,12,True,Quality different speech wide near nice simply team they outside.
1843,12235,41.0,28,,2024-04-29,1,21,True,Store game body leader marriage south.
1844,12244,20.0,13,,2024-01-25,3,30,True,Major west meet use about nice recognize as behind.
1845,12247,22.0,49,Manager Required,2023-05-21,2,46,True,What day so rich despite what alone break what they.
1846,12250,25.0,50,,2023-11-24,1,8,True,Far live necessary available nice lose assume among risk.
1847,12262,,28,,2024-06-15,2,36,True,Conference rather live close career central clear cold.
1848,12271,,45,,2024-03-18,1,29,True,Reason station now issue foot large.
1849,12275,3.0,1,,2024-03-27,3,6,True,Order listen try interesting common establish claim his place moment.
1850,12277,,40,,2024-07-15,3,28,True,Lay although low tax music.
1851,12285,42.0,18,,2024-04-21,2,35,True,Be laugh responsibility health affect.
1852,12287,43.0,18,,2023-07-30,2,32,True,Sort what cultural already adult letter main yet.
1853,12291,20.0,50,,2023-11-13,1,15,True,Person watch despite exactly.
1854,12310,,15,,2024-01-04,2,17,True,Best size real bill seven left.
1855,12311,28.0,33,,2024-10-24,1,9,True,Spring Mr understand discuss help.
1856,12314,11.0,5,,2024-08-15,2,26,True,Treatment father whole east administration treatment necessary.
1857,12319,6.0,25,,2024-12-22,1,17,True,Rock require song ok always bank tend particularly federal.
1858,12325,29.0,39,,2023-01-17,2,43,True,Easy listen democratic popular well want measure another art goal.
1859,12338,,49,,2024-08-27,1,8,False,Financial guess true Congress.
1860,12355,7.0,9,Manager Required,2023-04-09,3,8,True,Practice eight training dinner will throughout for different technology newspaper.
1861,12365,13.0,48,,2024-09-19,3,13,False,Share general operation sit second store list accept benefit.
1862,12369,48.0,31,Security Concern,2024-08-03,1,23,True,Amount film understand rock five member.
1863,12371,8.0,15,,2024-09-17,2,3,True,Occur in about case race population.
1864,12373,,43,,2024-01-10,2,29,True,Full reflect rate drug option big player.
1865,12375,49.0,49,,2024-01-28,1,25,True,Dark mouth weight if record meeting piece heavy.
1866,12376,46.0,16,,2023-02-27,1,32,True,Require stage issue impact around offer including she office.
1867,12386,20.0,16,,2023-05-12,2,42,False,Position pay debate kind year let price senior.
1868,12387,16.0,37,,2023-09-02,3,14,False,Situation teacher trouble new century contain ahead family.
1869,12393,,32,,2024-07-06,2,31,True,Training yet although forward maintain campaign success that couple.
1870,12398,5.0,6,SLA Breach Risk,2024-06-23,2,22,True,White never authority collection suggest wrong.
1871,12400,19.0,12,,2024-12-07,3,19,True,Forward consumer east know avoid treat modern.
1872,12402,36.0,1,,2024-12-03,3,2,False,Budget cup against themselves build improve.
1873,12404,,26,,2023-10-27,2,39,False,Success management score upon physical account sit look perform.
1874,12408,3.0,13,Vendor Issue,2023-08-23,2,40,True,Work free hand choose author.
1875,12412,26.0,38,,2024-05-26,1,4,True,Try adult member amount.
1876,12421,20.0,29,,2023-07-23,2,14,False,Consumer contain tax clearly western name.
1877,12433,20.0,34,,2024-12-25,2,11,False,Study month perhaps decision almost very let.
1878,12442,46.0,8,,2023-07-12,1,19,False,Drop senior serious land animal tough.
1879,12457,6.0,8,Security Concern,2024-12-09,1,46,True,Else sing yes guy improve real remember anyone along.
1880,12460,13.0,42,,2023-05-28,3,26,True,State include suddenly above while home ball.
1881,12466,46.0,30,,2024-11-18,2,21,True,Account race worker see improve race fund result security star.
1882,12468,34.0,34,,2024-03-13,3,29,False,Have strategy yet support home take save response every police.
1883,12484,36.0,34,,2024-09-21,3,9,True,Suffer although person including process early.
1884,12500,28.0,9,,2023-05-02,3,33,True,Prepare sense reflect support laugh live painting Mr whether teacher.
1885,12503,41.0,33,Complex Technical Issue,2023-05-24,1,44,True,Their bring door hundred here whole relationship fine car.
1886,12518,44.0,37,Vendor Issue,2023-08-31,1,18,True,Join culture policy newspaper visit live baby civil create nature.
1887,12519,29.0,29,,2024-08-15,3,38,True,Effort career base bad try his tree fear.
1888,12524,43.0,1,,2024-05-31,2,14,True,Behavior though wish activity piece personal particular face try.
1889,12527,13.0,14,,2024-07-18,3,38,True,Everybody gas national series.
1890,12532,43.0,8,,2024-09-21,3,34,True,Ready also increase somebody real strategy operation true interview often.
1891,12565,48.0,8,,2024-11-16,2,1,True,Bed network evidence issue value place.
1892,12566,2.0,7,Customer Dissatisfaction,2023-11-03,1,27,True,Base task beyond point pattern financial live tend.
1893,12570,11.0,15,,2024-08-29,1,28,True,Property out war visit let buy son nation business.
1894,12573,18.0,36,,2024-05-24,1,6,True,Learn clear million carry style feel policy right.
1895,12591,12.0,6,,2024-12-14,2,43,True,Phone management home feel candidate social.
1896,12596,46.0,10,SLA Breach Risk,2023-05-18,3,44,False,History later see important marriage college up evening cause.
1897,12614,11.0,7,,2023-10-29,2,17,False,Move thought decision theory action worry necessary nice Democrat.
1898,12632,49.0,47,,2024-05-15,2,24,True,Dark know happen medical number medical speak.
1899,12642,1.0,39,,2024-11-15,3,14,False,Per candidate across action kitchen relate story.
1900,12650,10.0,6,,2023-11-14,1,28,True,Hear training write whole lawyer half they month.
1901,12670,45.0,7,,2024-05-10,2,1,True,Case child they physical cause piece among.
1902,12681,48.0,35,,2023-10-07,1,46,True,Game Congress sell throughout us couple week try trial.
1903,12682,20.0,30,,2024-10-11,3,24,False,Religious option process my meet spring material.
1904,12689,49.0,15,,2024-11-30,3,26,True,Establish evidence detail very her keep able affect.
1905,12704,1.0,14,,2023-03-08,3,43,True,Anything military realize yourself TV me break.
1906,12708,,4,,2024-09-24,3,8,False,Others among reason small move own likely race production fast apply.
1907,12713,18.0,46,,2023-12-22,2,42,True,Page for whatever house little mind mention really visit.
1908,12722,14.0,11,,2024-08-02,2,40,True,Your feel health task between end democratic hand.
1909,12723,33.0,41,Security Concern,2024-10-26,3,39,True,None local white character market much whom pull.
1910,12739,28.0,24,,2024-04-10,2,38,True,Analysis subject speak road near.
1911,12747,16.0,45,,2023-11-10,2,7,True,Official Republican small among paper claim response treatment mission research.
1912,12749,29.0,23,Complex Technical Issue,2023-08-31,2,41,False,Type decide response minute teacher lot science real.
1913,12761,49.0,47,,2024-05-18,1,38,True,Character nice want new fast offer.
1914,12770,35.0,15,,2024-11-16,2,31,False,By which call debate through resource since give series.
1915,12779,36.0,14,,2024-03-20,2,4,True,Bit service gas floor service.
1916,12785,18.0,21,,2024-07-23,2,21,False,Man old instead stop agency base beyond fall.
1917,12791,30.0,18,,2024-10-07,3,30,True,Understand property let enough.
1918,12793,,32,,2024-06-24,1,36,True,Word home often either tonight responsibility.
1919,12801,9.0,2,,2024-06-11,3,1,True,Our current none push position money take nearly assume interesting.
1920,12802,9.0,6,,2024-10-10,1,24,True,At challenge hard sea sound someone dog.
1921,12804,15.0,1,,2023-04-27,3,19,True,Away realize among manager present large run base face sell.
1922,12808,49.0,39,,2024-01-21,1,13,False,Yet foot image moment mission may mind.
1923,12810,16.0,16,,2024-06-23,2,16,False,Morning concern cold true tell require board reason wonder her necessary.
1924,12816,13.0,11,,2024-07-13,3,33,True,Already sport between physical include usually all open owner.
1925,12817,23.0,3,,2023-06-28,2,25,False,Seek bill edge town care listen explain.
1926,12822,49.0,8,,2024-07-23,1,45,True,Car center itself anything you bag hear compare.
1927,12831,24.0,45,SLA Breach Risk,2024-10-31,3,47,False,Suffer teach benefit soldier turn training.
1928,12835,44.0,27,,2023-06-28,3,32,True,Drop institution save newspaper close woman.
1929,12848,46.0,3,,2024-07-10,3,28,True,Role happy thousand each data.
1930,12851,,33,,2024-04-16,3,10,True,Huge race music minute house.
1931,12854,21.0,11,SLA Breach Risk,2024-10-15,2,37,True,Far generation pass rich avoid PM religious western.
1932,12860,21.0,46,,2024-02-14,2,3,True,Plant off rich difference significant son.
1933,12868,6.0,42,,2023-04-22,2,38,True,Street eight nation option official town child.
1934,12878,48.0,16,,2024-04-05,1,34,False,Guy six any try once officer activity cut wear.
1935,12890,32.0,18,Customer Dissatisfaction,2023-09-11,1,29,True,Need project yourself find mission although coach thus cup.
1936,12910,34.0,13,,2024-11-10,2,39,True,Seem less teacher onto condition do often.
1937,12914,39.0,34,,2023-10-28,2,16,True,Loss activity another everyone difficult effort explain investment everybody follow.
1938,12936,21.0,40,,2024-08-28,1,17,True,Scientist four star report only discover own television.
1939,12937,11.0,15,,2024-09-22,1,27,True,Parent account book could tend president prevent main.
1940,12943,46.0,50,,2023-05-17,1,6,False,In allow summer travel idea.
1941,12947,41.0,26,,2024-01-20,2,48,True,Word lose learn pick face author.
1942,12949,23.0,30,Vendor Issue,2023-10-07,2,35,True,Perform dream fall amount simply.
1943,12963,33.0,41,,2024-06-18,3,8,True,Guy although station determine decade wide paper politics size.
1944,12970,11.0,2,,2024-05-07,3,34,True,Hit American officer table executive capital industry possible.
1945,12971,1.0,12,,2023-06-10,3,32,False,Couple debate his list fight its charge bank strategy reflect under.
1946,12976,,36,Complex Technical Issue,2024-10-10,3,44,True,Act body color real more region.
1947,12988,21.0,2,Vendor Issue,2024-06-02,3,46,True,List professor week girl process city.
1948,13025,32.0,35,,2024-07-31,1,5,True,Second just cold for federal.
1949,13035,48.0,1,,2024-09-11,2,10,True,Account store second opportunity teach letter ready coach physical.
1950,13037,,9,,2023-09-08,1,11,False,For risk live right rock ever animal possible fly condition.
1951,13039,25.0,20,,2023-11-27,1,30,True,Staff truth create boy traditional beyond issue use.
1952,13041,7.0,10,,2024-03-14,2,8,True,Small answer police beautiful science sign beyond right.
1953,13047,12.0,13,Vendor Issue,2023-10-08,3,21,True,Shake we end may clearly central answer play.
1954,13049,36.0,5,,2023-11-15,3,8,True,Fight cut box long like attorney song kitchen best.
1955,13053,23.0,15,,2024-05-21,1,37,False,Explain central black good world mention moment leave according.
1956,13055,47.0,16,,2023-10-18,3,5,True,Social work check analysis brother nice dark.
1957,13066,29.0,46,,2024-10-10,2,11,True,Course open character Democrat hotel condition ever I government prepare.
1958,13068,,20,Customer Dissatisfaction,2023-12-20,2,31,True,May end where occur they couple issue rock some say.
1959,13115,8.0,41,,2024-11-24,1,42,False,Add natural vote stage throw.
1960,13118,10.0,42,,2024-09-22,3,11,True,Around bag alone loss point.
1961,13151,35.0,30,,2024-04-02,3,32,True,Study which culture physical no wall beat form.
1962,13153,34.0,12,Complex Technical Issue,2023-05-01,2,26,True,Ten value doctor great best too result mouth money.
1963,13155,9.0,30,Complex Technical Issue,2023-10-05,3,23,True,Option environment performance usually there course message.
1964,13157,50.0,4,,2024-06-10,3,16,True,Human class a study election pass world use character.
1965,13162,13.0,35,,2024-11-22,2,36,True,Idea compare else former room parent with.
1966,13166,17.0,31,Vendor Issue,2024-03-14,3,9,True,Me word if wall eight painting.
1967,13177,3.0,40,,2023-12-18,2,37,False,Relationship question business trade available down.
1968,13181,3.0,27,,2024-08-07,1,25,False,Individual season still father peace decade across indicate.
1969,13191,17.0,23,,2024-05-29,1,6,True,Size become rich sound until determine buy.
1970,13193,,26,,2024-03-01,3,42,True,Also town action almost themselves too entire per truth each.
1971,13194,3.0,19,,2024-08-04,2,36,True,Inside memory far design produce try.
1972,13202,19.0,47,,2024-04-20,1,46,True,Young spend customer air finish own kitchen.
1973,13204,29.0,46,,2024-02-15,2,5,True,According yet reason only race oil area family than.
1974,13209,27.0,20,,2024-01-26,3,13,True,Tree job argue business conference thousand.
1975,13218,3.0,47,,2024-06-06,2,29,True,Claim take new read hospital though growth media increase produce.
1976,13227,,50,,2023-09-26,2,36,False,Student recently finally partner tonight until.
1977,13229,48.0,7,,2024-05-18,2,48,False,Leg low ball price site data management.
1978,13265,42.0,35,,2024-10-29,2,5,False,Pretty question half attack school consider range.
1979,13269,20.0,22,,2023-10-18,2,12,True,We relationship mean know sure.
1980,13270,21.0,48,,2023-05-09,1,47,True,Debate official create special thing class standard.
1981,13273,47.0,50,,2023-10-02,1,2,True,Improve sister executive glass if condition prevent trip option.
1982,13276,46.0,4,,2023-07-12,3,13,True,Answer former concern television behind business off Democrat.
1983,13280,3.0,31,,2023-10-05,1,22,True,Create say family hand.
1984,13284,30.0,3,,2024-09-24,3,3,True,Benefit participant senior important hand just special reality later do.
1985,13287,23.0,29,Customer Dissatisfaction,2024-08-27,2,45,True,Owner sing fill top daughter political tough agent its.
1986,13288,27.0,36,,2024-07-28,1,35,True,Theory house management like trade better.
1987,13298,22.0,35,,2024-10-02,2,40,True,Eight environmental still hold result early seem.
1988,13305,6.0,37,,2023-10-31,3,2,True,Especially maintain strong both yet.
1989,13307,44.0,25,,2024-01-18,2,18,True,Sometimes police turn law.
1990,13317,18.0,44,,2024-11-30,2,13,False,Condition matter stop modern seat stay.
1991,13321,11.0,34,,2024-11-08,3,31,True,Pick stage certainly much decide stuff.
1992,13328,48.0,50,,2023-08-31,1,47,False,Around security against factor we.
1993,13340,26.0,11,Complex Technical Issue,2023-09-12,3,9,True,Important lead charge ahead reflect upon.
1994,13346,36.0,1,,2024-10-22,3,6,True,Maintain speech be market upon different bag officer become.
1995,13347,43.0,8,Customer Dissatisfaction,2023-04-12,1,34,True,Design you possible report position.
1996,13364,36.0,18,,2024-09-20,3,33,False,Voice behind like town hit vote certain staff build perhaps.
1997,13365,35.0,20,,2024-10-24,1,39,True,Mission explain agent myself network simply including allow during place land.
1998,13367,22.0,11,,2024-05-06,3,10,False,Enjoy available section kitchen medical size.
1999,13370,44.0,39,,2024-11-07,1,26,True,Accept north property debate important side movie.
2000,13372,32.0,27,SLA Breach Risk,2024-06-12,1,3,True,Responsibility choice him year region seat win piece family evidence.
2001,13375,4.0,3,,2024-11-08,2,9,True,Future article thank over grow nature hit event face.
2002,13376,35.0,32,,2023-07-19,1,25,False,Story ever prepare protect decision rule eye population them.
2003,13381,22.0,17,,2023-12-22,2,1,False,Skill stage contain rule whether.
2004,13382,21.0,43,,2024-04-29,1,2,True,Adult keep tax risk build cost discussion process table white.
2005,13387,49.0,49,,2024-08-21,2,16,True,Ten believe between scene might meeting learn person fight.
2006,13392,28.0,24,,2024-02-23,1,36,True,Add region news protect claim board task.
2007,13412,2.0,28,,2023-11-04,2,23,False,Deep room spring approach pay successful.
2008,13413,18.0,18,,2024-12-27,1,9,True,Member large such hundred theory political environmental how.
2009,13422,4.0,8,Security Concern,2024-08-15,3,24,True,Somebody recognize room lot fight trip toward sell.
2010,13425,33.0,6,,2023-10-17,2,4,True,Reflect executive truth else mother world pull item and task.
2011,13429,27.0,21,,2023-12-05,3,9,True,Very prepare color central idea dream international my.
2012,13432,26.0,27,,2023-05-10,3,38,True,Their medical statement thank try set experience play almost answer.
2013,13448,28.0,29,,2024-10-24,1,10,True,Rich imagine beat learn go across five many machine serious.
2014,13449,17.0,21,,2024-07-05,3,47,True,General senior painting from letter push single leave occur.
2015,13458,35.0,13,,2024-02-20,3,19,True,Industry peace us force live environment goal.
2016,13461,42.0,50,,2023-07-28,3,12,True,Bad top hotel left marriage.
2017,13468,27.0,6,,2023-07-04,1,12,True,Next sell manager bring employee laugh glass cover.
2018,13470,5.0,27,,2023-11-28,2,28,True,Cause learn institution Republican item anything event policy.
2019,13476,49.0,3,,2023-10-31,2,42,True,Painting memory customer process so however specific according will quickly.
2020,13477,21.0,33,,2023-02-11,2,40,True,Republican record per five rest hard.
2021,13480,,13,,2023-06-15,3,44,False,Above fact lawyer check fast sea career step local western.
2022,13492,34.0,11,,2024-12-15,1,43,True,Establish detail husband hand quite event laugh view adult after eye.
2023,13495,46.0,30,,2024-10-17,2,35,True,Pull operation road us everyone learn rich lead heart.
2024,13500,43.0,16,Complex Technical Issue,2024-11-15,1,45,True,Enough bit position result moment.
2025,13517,2.0,35,,2024-12-03,2,38,True,Plant improve floor consumer executive mind.
2026,13524,6.0,9,SLA Breach Risk,2024-09-13,2,22,False,Computer continue discuss help air more hold current growth once.
2027,13529,35.0,14,,2024-05-20,2,22,True,Throughout reach major movement heavy see walk body.
2028,13547,,5,,2023-06-12,2,31,True,Near quality fish story pick east those already.
2029,13550,44.0,4,,2023-11-03,1,2,True,Popular debate include nation.
2030,13562,18.0,24,,2024-03-07,2,23,True,Themselves job reveal now food top blood.
2031,13565,41.0,42,,2023-09-04,1,2,True,Everything despite man popular.
2032,13582,27.0,3,Manager Required,2024-09-29,2,28,False,Natural pattern might into country realize turn.
2033,13593,42.0,41,,2024-05-16,1,21,True,On anything administration positive seven pattern happen soon.
2034,13606,9.0,29,,2023-10-25,1,31,False,Require manager energy finish knowledge bill term firm improve.
2035,13620,16.0,1,,2023-06-23,3,41,True,Him believe increase herself spend ball.
2036,13622,,23,,2024-10-17,2,29,True,Shake become remember clearly administration middle author free represent.
2037,13626,38.0,16,,2023-06-08,3,21,True,Outside understand candidate item learn majority purpose south.
2038,13630,42.0,27,,2024-01-09,3,32,True,Art road fast bill age eat step.
