ticket_id,customer_id,assigned_agent_id,product_id,category_id,priority_id,status_id,subject,description,created_date,resolved_date,last_updated,first_response_date,resolution_time_hours,response_time_hours,customer_satisfaction,is_escalated,escalation_reason,tags,source
11802,3489,19.0,8,4,3,6,Play measure south find wish art create save him finally.,Southern bit sometimes concern Democrat. South field television describe. Top those style.,2023-04-05,2023-04-13,2024-02-27,2023-04-05,192.0,0.0,2.0,False,,"democratic, truth",API
11803,2038,25.0,1,8,5,3,Bring heavy surface big whom four major.,Always support include center teach Mr evidence. Dinner bill field operation any concern check.,2024-11-15,2024-12-06,2024-11-29,2024-11-17,504.0,48.0,3.0,False,,"lawyer, wife",Portal
11804,2445,,1,1,2,7,Economic occur move involve war world memory.,Become improve affect large. Series know others. Out develop rise computer record such relate. Staff star election billion real exactly.,2024-04-20,2024-05-13,2024-09-03,,552.0,,,False,Complex Technical Issue,"difference, resource",Portal
11805,3611,23.0,9,2,2,6,Ahead market true speech company employee strategy.,Response expert material order day soldier. Financial build character for today measure skin. One against will far.,2024-06-10,2024-06-27,2024-09-04,2024-06-11,408.0,24.0,,False,,"statement, class",Portal
11806,922,23.0,5,4,4,3,Because various office between himself.,Eat people next choose. Personal air physical agency where.,2023-05-30,2023-06-23,2024-12-26,2023-05-30,576.0,0.0,,False,,"article, defense",Social Media
11807,38,1.0,8,4,5,6,Main other democratic why I right everything instead there.,Glass population our strategy fill fill wind.,2024-12-16,2025-01-14,2024-12-18,2024-12-16,696.0,0.0,,False,,"check, ask",Portal
11808,2225,14.0,2,3,5,5,You decision church commercial stage contain.,Realize art reveal head represent eat. Effort sing page to alone interesting great six. Memory street make a price policy.,2023-11-27,,2024-10-31,2023-11-28,,24.0,,True,,"resource, citizen",Phone
11809,1320,5.0,1,7,5,1,Leader agent least place father according lot he.,Four rich house rate activity. Want work lose both opportunity again.,2024-02-11,2024-03-04,2024-04-13,2024-02-12,528.0,24.0,4.0,False,,"interesting, debate",Chat
11810,3034,39.0,10,3,5,4,Compare effort ground worker environmental important kitchen.,Miss ability agency eye. Cup whether low policy.,2024-05-06,,2024-05-09,,,,2.0,False,,"mother, account",Email
11811,422,1.0,2,3,4,3,Walk long identify camera mean.,Yes with size student animal most cause. Consider whole somebody traditional painting. Realize street dinner item success new time.,2023-07-17,2023-07-24,2023-12-23,2023-07-18,168.0,24.0,,False,,"book, note",API
11812,428,30.0,3,6,3,5,Across wife thought management performance radio.,Alone staff matter argue bill. Fine others according. Natural fly southern statement just.,2024-02-29,2024-03-04,2024-09-01,2024-03-01,96.0,24.0,1.0,False,,"buy, president",Portal
11813,3268,14.0,7,4,1,7,Bad apply actually page art try somebody.,Audience amount religious. Risk generation program resource school want across.,2023-05-09,2023-05-23,2024-07-29,2023-05-10,336.0,24.0,5.0,False,,"particular, church",Phone
11814,3254,23.0,7,8,5,3,Evidence student hard marriage case.,Yet sit not game meeting amount happen ability. Anything whose rather season.,2023-11-14,2023-12-03,2024-05-12,2023-11-14,456.0,0.0,,False,,"writer, food",Phone
11815,3210,7.0,1,6,3,5,Environment my improve improve through dog best ahead.,Another amount instead enter. Quickly myself past go receive.,2024-03-21,,2024-07-17,2024-03-21,,0.0,5.0,False,,"life, movement",Phone
11816,323,30.0,6,4,1,2,Performance activity particular tough admit man interest ok true.,Without plant sister. Pressure future reveal girl strong about. While father provide out. Follow individual exactly far region position economic success.,2024-12-24,2025-01-22,2024-12-29,2024-12-25,696.0,24.0,,False,,"form, not",Social Media
11817,4991,13.0,9,4,2,5,Data available important name treat visit.,Thought something morning nice. Nearly green arm economic. Expect notice someone everyone. Significant blood man from dream election street.,2024-04-28,2024-05-07,2024-07-05,2024-04-28,216.0,0.0,,True,,"later, forget",Chat
11818,4852,14.0,2,5,5,3,Though plan say yard produce.,Do act administration require reason. Baby realize analysis thing someone. Officer fish difference most entire.,2023-05-10,,2023-12-03,,,,,False,,"nearly, political",Email
11819,2932,5.0,8,8,1,6,House prove cut yeah money probably occur son child.,Give ready then film. Authority vote five protect could.,2024-04-28,2024-05-02,2024-09-15,2024-04-29,96.0,24.0,,False,,"more, bed",Chat
11820,2204,42.0,10,1,1,3,Than force culture school unit.,Kid end animal. Free issue worry else.,2023-05-25,,2024-08-04,2023-05-25,,0.0,,False,,"cover, better",Chat
11821,3458,46.0,9,4,4,2,Her may phone trip culture quality fall area reveal.,Guy history chair right. Probably former particular player able growth important sometimes. Still story meeting enter series section. Take address story character.,2024-11-05,2024-11-05,2024-12-12,2024-11-05,0.0,0.0,3.0,False,,"which, north",Phone
11822,2055,47.0,7,1,5,3,Production every five especially contain short their allow behind itself.,Strong poor cup court piece during. Around within weight create if community significant artist.,2023-04-21,2023-05-15,2024-02-16,,576.0,,,False,,"subject, protect",Portal
11823,4414,5.0,10,7,3,5,Couple customer finally Mr hotel laugh industry between dog.,Ever describe such win. Range star win camera serve.,2023-06-16,,2024-12-22,,,,,False,,"term, check",Email
11824,234,8.0,8,8,3,6,Less several part share too sense.,Reduce none owner free fish become population consider. Of sort she star dark onto.,2023-11-02,2023-11-30,2024-03-29,2023-11-02,672.0,0.0,2.0,True,,"treat, eye",API
11825,2872,,6,5,5,4,Back smile four right feeling recognize consider.,Least music because win and old learn. Few through less day manage director wish. Politics guy because third identify choose fall. Sign cold indicate easy person.,2023-08-21,2023-08-21,2024-05-07,2023-08-21,0.0,0.0,4.0,True,,"gun, you",Social Media
11826,3953,10.0,8,7,4,4,Short outside our gun company.,Form she news consider. Government top can perhaps smile can quickly.,2024-10-16,2024-11-14,2024-11-28,2024-10-17,696.0,24.0,5.0,False,,"general, area",Chat
11827,113,14.0,6,1,5,1,Eat likely she might upon learn suggest along.,Base despite not investment majority.,2023-01-24,2023-01-27,2024-11-10,2023-01-24,72.0,0.0,4.0,False,,"community, hair",Phone
11828,1977,,7,8,5,1,Seven range relate break old write much check important.,Surface father national month. Fly former social impact measure sure financial.,2023-10-07,2023-10-08,2024-07-09,2023-10-08,24.0,24.0,5.0,False,,"finally, behavior",API
11829,1876,23.0,4,7,4,5,Experience capital over with.,Specific but argue television on huge drug learn. Dark old media. Out require after job.,2023-08-31,,2024-09-11,2023-08-31,,0.0,1.0,False,,"nation, through",Chat
11830,268,50.0,10,5,1,2,Moment policy produce once camera color.,Clear stop back plant charge artist raise. Week exist civil security foot field.,2024-10-02,2024-10-27,2024-12-05,2024-10-03,600.0,24.0,5.0,False,,"face, suffer",API
11831,4517,,7,6,4,3,Line shoulder member sell student young certain.,Activity couple fish talk talk.,2024-10-10,2024-10-17,2024-10-17,2024-10-11,168.0,24.0,,False,SLA Breach Risk,"field, middle",API
11832,4510,15.0,7,8,2,2,Buy defense learn across.,Together force open rise television. Sit really contain how special these. Court between Democrat yeah hotel case.,2024-06-29,,2024-06-30,,,,,False,,"agree, adult",Phone
11833,2176,50.0,7,8,5,5,Deep country condition increase expert wonder practice film add be.,See government skill stage open through program. Offer happy upon commercial evening still let federal. Help worry far rule often.,2024-01-09,2024-01-20,2024-11-19,2024-01-11,264.0,48.0,4.0,False,,"science, common",Portal
11834,2613,33.0,2,1,4,6,Mr soon then during however seek media.,Alone official remain shake compare result. Floor color detail miss knowledge class you. Air list others will.,2023-03-17,2023-04-06,2023-12-03,,480.0,,,False,Complex Technical Issue,"degree, PM",Social Media
11835,4422,27.0,6,1,5,5,Grow black theory set lawyer or those TV letter produce.,Reality him item time instead husband whatever. Response major music because.,2023-03-10,,2023-11-18,2023-03-11,,24.0,3.0,True,,"to, loss",Social Media
11836,4344,11.0,9,7,5,6,Involve world blood consumer half mission experience government can reveal.,Various Republican nor man public toward wife. Will child nor serve. Better start imagine hand dinner whose stuff. Likely of protect begin bed.,2024-02-14,,2024-04-07,2024-02-15,,24.0,,False,,"attorney, your",Phone
11837,1947,4.0,1,2,2,7,Order meet increase whole able leave.,Daughter people hospital just indeed. Return any only major here. Defense class memory present year data mission.,2023-09-23,2023-10-02,2024-06-13,,216.0,,3.0,False,,"benefit, on",API
11838,2302,24.0,5,3,4,6,News defense result could day possible language.,Military success forward both. Site floor ball threat assume language.,2024-03-02,2024-03-02,2024-05-21,2024-03-03,0.0,24.0,,True,,"moment, believe",Chat
11839,2301,1.0,1,5,1,4,Camera pick who loss never.,Impact better message cut someone. Build wonder alone fly read police visit. Hit record rest say range sort foot.,2024-05-08,2024-05-15,2024-07-06,,168.0,,3.0,False,,"environmental, couple",Portal
11840,279,42.0,2,2,1,4,Size improve lead man art.,Throughout remember thought paper sport race meet. To if building government role unit.,2024-03-12,2024-03-16,2024-04-26,,96.0,,,False,Security Concern,"effect, art",Chat
11841,4981,20.0,4,1,5,7,Accept accept read happy could evening.,Point international read recent. Clear doctor cut right or rule.,2023-08-04,2023-08-10,2024-07-19,2023-08-05,144.0,24.0,4.0,False,,"hit, tonight",Portal
11842,869,38.0,6,1,1,6,Heart thousand miss finally establish certainly.,Prevent rate in federal race. Simple option page everything them ago. Painting treat answer scientist.,2024-10-29,2024-11-25,2024-11-20,2024-10-30,648.0,24.0,4.0,False,,"PM, culture",Social Media
11843,3107,7.0,10,6,4,3,Data yourself prove tell summer choice base project.,Tree even contain guy. Relate whole economy. Improve hot home support million specific hotel morning.,2023-06-28,2023-07-13,2024-03-20,2023-06-28,360.0,0.0,4.0,True,,"true, that",Social Media
11844,3363,11.0,4,3,3,5,Government reveal war machine kind.,Dark major clearly together. Young fast everyone.,2023-05-07,2023-05-25,2023-10-11,,432.0,,2.0,False,,"guy, glass",Phone
11845,622,,3,6,1,7,Us defense very cut not community prove.,Dark school step hope admit. Instead specific table his.,2024-05-25,2024-06-07,2024-06-04,2024-05-26,312.0,24.0,4.0,False,,"brother, area",Phone
11846,3620,18.0,5,5,5,4,Item population today phone yourself.,Either reality according back go. Have responsibility scene century pretty deal agency.,2024-05-20,,2024-11-30,2024-05-21,,24.0,2.0,False,Vendor Issue,"point, boy",Phone
11847,3537,,8,2,5,6,Charge history thing can woman.,Spring best standard discover. Situation morning attention prepare physical.,2024-08-12,2024-09-04,2024-12-27,,552.0,,,False,,"usually, responsibility",Email
11848,4177,,4,5,5,2,Player organization agency detail play per standard economy.,Market act interesting face generation well return. Find help question present open require. Into necessary at instead office performance.,2024-06-24,,2024-09-06,2024-06-24,,0.0,4.0,False,,"might, poor",Phone
11849,3552,24.0,3,6,3,1,Challenge style marriage seven goal century between.,Nice food thing best laugh brother. Water consider whether coach. Campaign mission high help table.,2024-04-23,,2024-08-04,2024-04-23,,0.0,,True,,"hit, consider",Email
11850,4912,23.0,10,7,1,7,Stock short lay outside others how ok.,Idea receive for around program. Dark program store strategy later threat agreement.,2024-09-14,2024-09-18,2024-11-28,2024-09-15,96.0,24.0,3.0,False,,"hair, front",Chat
11851,2699,20.0,1,7,3,3,Phone activity any memory attorney magazine minute themselves join to.,Degree owner bad easy decision sing focus. Throughout environment four prove.,2024-02-26,,2024-04-14,2024-02-26,,0.0,1.0,False,,"fall, recognize",Portal
11852,4574,,10,3,2,7,Dog build red star feeling argue center everybody contain book.,Though analysis laugh window. Discuss certain many seven these opportunity.,2024-12-28,,2024-12-30,,,,4.0,False,SLA Breach Risk,"hope, most",Chat
11853,4977,13.0,5,2,4,4,Inside generation American health recognize environmental.,Child idea somebody third. Wish that question question your economy network party.,2024-12-26,2024-12-26,2024-12-28,2024-12-28,0.0,48.0,1.0,False,,"house, create",Chat
11854,3951,45.0,3,1,1,7,Treat financial cold help walk mention page break both college few.,Somebody director religious central local born quickly. Check side bar run computer item technology.,2024-10-05,2024-10-13,2024-12-24,2024-10-05,192.0,0.0,1.0,False,,"recently, hospital",Social Media
11855,2370,29.0,9,8,4,6,Change major product majority professional.,Use source front business expert. Line situation include animal report none industry. Accept end paper join recently increase.,2024-11-25,2024-12-14,2024-12-27,2024-11-25,456.0,0.0,,False,,"million, result",Social Media
11856,4072,,1,4,4,1,Month resource exist number beautiful her whole.,Film budget we three security big perform agent. Property break nor myself pretty.,2024-01-01,2024-01-07,2024-03-07,2024-01-01,144.0,0.0,2.0,False,,"language, help",Social Media
11857,718,,6,8,2,1,Manager senior better often section degree month despite result since.,Mean hard cause factor question few. Color perform million hold feeling. Physical yes such how which. Or own now agent add study particularly.,2024-03-14,,2024-04-30,2024-03-15,,24.0,4.0,False,,"because, south",API
11858,4607,17.0,3,1,1,1,Course area play story water southern language.,Drug notice someone several despite. Risk stuff marriage increase should.,2024-12-09,2024-12-12,2024-12-12,2024-12-10,72.0,24.0,,False,,"word, tonight",Portal
11859,2453,15.0,1,6,5,2,Feel through which themselves sound.,Language big mind instead simply human. Turn against they cold change.,2023-08-01,,2024-04-03,2023-08-01,,0.0,,True,,"prove, arrive",Email
11860,659,17.0,5,7,1,5,Ready total environmental worker continue generation either west ever send.,Gun between gas cause work. Yard it hand painting. Strong career especially have firm school other.,2024-05-01,2024-05-20,2024-06-15,2024-05-01,456.0,0.0,1.0,False,,"age, figure",Phone
11861,1731,,4,5,3,2,Respond explain detail small out hair could hour.,Respond forget detail medical consumer. Woman brother article author store radio.,2024-11-12,2024-11-19,2024-12-27,2024-11-13,168.0,24.0,,False,,"specific, claim",Chat
11862,758,14.0,2,6,3,4,Tough wait somebody true always arm board admit evening however yet.,Finish style cost write green after security.,2024-03-12,,2024-11-09,2024-03-13,,24.0,3.0,False,,"my, water",Phone
11863,622,27.0,5,3,1,7,Anyone film character hard from page drop share.,Within cut card development investment surface. Land town her I Democrat. Woman truth science thousand field daughter.,2023-05-09,2023-06-01,2023-10-11,2023-05-10,552.0,24.0,5.0,False,,"as, weight",Email
11864,3012,32.0,7,6,2,5,Social travel father fact myself concern argue building.,Door specific I without. Management build officer unit together. Little their cover include part him turn.,2023-04-27,,2024-02-26,2023-04-27,,0.0,5.0,False,Manager Required,"everyone, suggest",Chat
11865,3012,19.0,3,6,4,3,Activity model dark give way step.,What analysis evening table contain one science. Require woman despite.,2024-07-07,,2024-10-07,2024-07-07,,0.0,,False,,"focus, tough",API
11866,3259,10.0,10,4,2,6,Rule entire high last fear firm majority firm security.,I low fire. Usually change season kitchen when. Start material fund collection reveal. Military prevent provide including animal somebody.,2024-08-10,,2024-10-31,2024-08-10,,0.0,2.0,False,,"leader, without",Chat
11867,2430,31.0,1,2,5,5,List too fear really fly include effort cause race Democrat.,Plant theory find capital school poor. Card black various play speech risk relationship. Since establish group program answer magazine create citizen. Story image here social to.,2024-02-07,2024-02-26,2024-12-17,2024-02-07,456.0,0.0,3.0,False,,"among, whole",Phone
11868,2468,42.0,8,2,5,4,Move should interesting mean better.,Mouth able PM begin middle. Quite kitchen season material pressure anyone every.,2024-06-21,2024-06-27,2024-08-02,2024-06-22,144.0,24.0,2.0,False,Security Concern,"operation, fight",Social Media
11869,2988,32.0,9,1,2,3,Short time impact yard accept brother success catch tend office.,Skin low care especially. Piece easy author number recent remain agent. Easy and six tend increase win trip.,2023-01-23,,2024-05-13,,,,,False,Security Concern,"air, than",Phone
11870,3343,45.0,4,4,2,3,Defense professor body can poor rich.,Heart reach know cost see able. Have material interview important probably.,2023-11-05,,2024-12-26,2023-11-05,,0.0,,True,Vendor Issue,"relate, particularly",Phone
11871,2440,,8,7,3,1,Down subject worry campaign beautiful help turn man.,Son human trouble shake. Practice growth describe. Father carry worker.,2023-09-26,2023-10-19,2024-05-27,2023-09-26,552.0,0.0,4.0,False,,"purpose, also",Email
11872,2782,36.0,2,5,4,4,Free turn impact author condition.,We base tough daughter close.,2024-11-09,2024-12-05,2024-12-29,2024-11-10,624.0,24.0,,False,,"action, camera",Email
11873,431,32.0,7,7,4,7,Line name line eye ahead use like station.,Painting story real production key race require.,2024-11-09,2024-11-25,2024-12-01,,384.0,,,False,SLA Breach Risk,"soldier, phone",Social Media
11874,2583,30.0,4,3,4,1,Door but thousand certainly only.,Ground theory finally field. Understand food toward say present prove.,2024-03-30,2024-04-23,2024-06-16,2024-03-30,576.0,0.0,,False,,"throughout, nation",Portal
11875,2901,,7,7,3,6,Generation stuff fish charge happen goal fight this.,Could character might project like. Box degree else sense company stuff rich. Turn couple phone respond personal.,2023-10-27,,2024-10-08,2023-10-28,,24.0,,True,,"fight, value",Portal
11876,3391,15.0,6,5,1,4,Management what hard attack without sport message.,Thousand exist figure fact keep. Everyone summer total should manage. Listen return page.,2024-09-18,2024-10-14,2024-09-21,2024-09-18,624.0,0.0,2.0,False,,"behind, near",Chat
11877,515,,4,7,1,3,Clearly lawyer second leg maintain happen ok important edge.,Modern why detail everybody nation factor. Reveal investment tax shoulder other practice score term.,2024-02-27,2024-02-27,2024-10-10,,0.0,,2.0,False,,"however, else",Social Media
11878,244,6.0,10,3,4,6,Play claim important world with begin relate.,Strategy debate race perhaps enough. Economic mission tend term catch land few.,2023-10-10,,2024-04-25,2023-10-11,,24.0,4.0,True,,"scene, left",Phone
11879,2669,,5,1,5,1,Someone fast significant happy test.,Case conference cover learn approach hear commercial. Town pressure company available beyond.,2024-09-20,2024-10-05,2024-09-22,2024-09-21,360.0,24.0,,False,,"class, bit",Chat
11880,4658,10.0,6,1,4,6,Mother whether hospital piece population say their particular.,Kid operation line event. Task water very star upon. Open around within agree week.,2024-01-14,,2024-12-27,2024-01-14,,0.0,,True,,"bed, think",Phone
11881,3315,39.0,8,3,2,2,Put ask day worker only water.,Threat art central understand. Up information right form throw sometimes music plan.,2024-12-15,,2024-12-25,2024-12-17,,48.0,,False,,"task, positive",Social Media
11882,2407,33.0,10,1,2,4,Child defense white system worker.,Policy hour debate what attack goal cost. Movement control evening degree just nearly stock fire.,2023-08-20,,2024-10-04,2023-08-20,,0.0,2.0,False,SLA Breach Risk,"opportunity, phone",Portal
11883,897,,5,6,4,4,Effort foot magazine foreign compare.,Stock man scientist project every carry. Collection kitchen behavior piece.,2024-03-26,2024-04-12,2024-08-19,2024-03-27,408.0,24.0,,False,,"speech, enter",API
11884,2983,28.0,8,4,1,2,Voice above either response a yard.,Within audience level who ahead stop. White including away finish executive all nearly. Then expert rich offer tell. View take improve cause.,2023-07-23,2023-08-21,2023-09-01,2023-07-24,696.0,24.0,,False,,"total, movie",Phone
11885,3959,18.0,6,4,3,7,Including name seat start there finish election Mr.,Support paper factor even security exist. He friend same stuff say nothing.,2024-12-16,2025-01-12,2024-12-27,2024-12-16,648.0,0.0,3.0,True,,"ten, statement",Email
11886,4832,6.0,4,8,3,3,Arm war field option.,Thought section arrive quality. Range adult anything federal black.,2024-10-16,2024-10-29,2024-11-06,2024-10-17,312.0,24.0,,False,,"son, whose",Portal
11887,1229,2.0,9,7,5,1,Manage wrong everyone choose about situation trip tree stuff eat.,Child last cut agreement. Talk ago impact event.,2023-09-26,2023-09-30,2023-12-27,2023-09-26,96.0,0.0,,False,,"before, rich",Chat
11888,1257,14.0,1,1,2,7,Society figure high surface ability information street natural.,Treat song scientist on. Everybody TV manager crime.,2023-02-06,2023-02-06,2024-05-09,2023-02-06,0.0,0.0,1.0,False,,"though, director",Chat
11889,2325,7.0,1,2,1,5,Often out someone add room.,Wait senior sense late carry black. Let cost class environment when why.,2023-10-22,2023-10-27,2024-03-05,,120.0,,,True,,"control, bed",Chat
11890,3653,,9,1,4,6,Ok recent play general when do.,Window why house another second might. Receive school follow onto author room. Of easy child recently usually side source stay.,2023-11-11,,2023-12-04,2023-11-12,,24.0,,False,,"player, rise",Social Media
11891,1958,20.0,7,4,4,4,Sea serious not leg particular clear six.,Fish research personal house they bed. Where politics poor together.,2024-03-10,,2024-06-15,2024-03-11,,24.0,,False,,"next, quality",Phone
11892,1025,39.0,8,2,5,5,Benefit financial market play quality.,Mother letter else answer investment discussion try. Reduce behind fact listen nation suddenly quality claim.,2024-12-18,2025-01-05,2024-12-25,2024-12-18,432.0,0.0,,False,,"team, song",Email
11893,113,8.0,10,4,3,6,Page worry debate body leave senior voice.,Measure city shake cell bit husband perform. Seek wall indeed network performance. Head crime story sport will value mention.,2023-10-15,2023-11-08,2023-11-29,2023-10-16,576.0,24.0,1.0,False,,"teach, about",Chat
11894,4615,44.0,7,8,1,6,Figure suddenly century character home purpose base pass gun.,Late huge cup result give. Fast side one wear middle.,2024-03-14,2024-04-08,2024-11-12,2024-03-15,600.0,24.0,4.0,False,,"successful, pattern",Chat
11895,2422,26.0,4,1,5,5,Section goal right level drop join environment health.,Box force past. Difficult act possible compare.,2024-12-09,2024-12-24,2024-12-26,2024-12-10,360.0,24.0,2.0,False,,"identify, decide",Email
11896,3336,8.0,3,1,1,2,Letter mean return professor data never general.,Gun college and interview under. Hear clear course easy. Reach would imagine save.,2023-11-09,2023-11-14,2024-10-27,2023-11-09,120.0,0.0,,False,,"first, control",Portal
11897,4961,25.0,8,1,2,3,School by window garden indeed either interview amount especially old.,My factor drive my.,2023-01-31,2023-02-19,2024-02-25,,456.0,,3.0,False,,"line, certain",Email
11898,2886,33.0,8,6,4,4,All police so pick road into specific speak somebody.,Different chair across three goal treatment whole. Hotel four top ready treatment require. Middle want claim buy especially.,2024-12-02,,2024-12-28,2024-12-02,,0.0,3.0,False,,"hundred, perform",Email
11899,3624,20.0,1,5,1,6,Sell expect price fish include.,Everybody eight husband social everything community. Identify much final now mother.,2023-02-24,2023-02-27,2023-04-02,2023-02-24,72.0,0.0,,True,,"pretty, its",API
11900,3047,34.0,4,5,4,4,School expert head offer low free deal development.,Radio hospital bank land local happy. Really key way outside room staff.,2024-04-13,,2024-08-12,2024-04-13,,0.0,,False,,"decade, today",API
11901,4235,11.0,8,4,4,3,Drug develop college back.,Wear from whom get blue to keep certainly. Call yeah career similar. One of hope require.,2023-12-27,2024-01-23,2024-06-22,2023-12-29,648.0,48.0,3.0,False,,"and, key",Phone
11902,4203,3.0,6,3,5,4,To sometimes history production budget effect defense artist turn.,Leave gun office most democratic network. Shoulder prepare truth day its beautiful television. A use war take though.,2024-12-14,2024-12-14,2024-12-14,,0.0,,5.0,False,,"country, strategy",Portal
11903,2109,,4,8,5,7,Current lose conference indicate strategy give consumer explain.,Clear purpose gun inside individual amount. Environmental son often assume. Weight start mouth money should moment million.,2023-03-12,2023-03-14,2023-08-30,2023-03-12,48.0,0.0,5.0,False,,"building, authority",API
11904,2382,28.0,5,6,2,7,Sense camera tough clearly its pattern government.,Surface defense admit bank occur. Class quite physical goal second. Including discover medical nor some total themselves.,2024-11-24,2024-12-23,2024-12-21,,696.0,,,True,,"able, politics",Chat
11905,1604,33.0,2,4,5,3,Card save agreement challenge bad majority forget second.,Benefit again life doctor seat draw music. Hope management option card fire whatever us.,2023-05-11,2023-06-08,2023-08-01,2023-05-11,672.0,0.0,,False,,"everyone, force",API
11906,3179,31.0,5,4,5,1,Source choose rest partner first everybody possible choose decide human.,Black just indeed tough. About training quality easy individual phone. Along during firm example organization education. Professional program paper how moment bad site.,2023-06-02,,2024-05-27,2023-06-03,,24.0,2.0,False,,"citizen, idea",Email
11907,1942,,7,7,4,6,Investment song official make window guess again second firm ground.,My community city protect red too. Outside animal soldier be lot think. Street open government nice character join on. Moment fill again them bag building must attention.,2024-03-16,2024-04-04,2024-11-25,2024-03-16,456.0,0.0,1.0,False,,"bad, I",Portal
11908,4335,,1,4,4,5,Must network later door everyone serve family side bar smile.,Dinner defense ahead conference movement scientist. Open paper me new leg. Down wonder hold apply single mean drug.,2024-11-30,,2024-12-25,2024-12-01,,24.0,,True,,"media, him",Email
11909,4334,39.0,8,3,2,3,Fire never rather evening school let me anything customer wall.,Doctor just compare. Writer each kind bar effort carry together. Deep share open party. First respond defense standard mother capital.,2024-10-08,2024-10-24,2024-12-05,2024-10-09,384.0,24.0,,True,,"many, stand",Social Media
11910,3648,36.0,9,4,3,4,Trade within surface order eye site.,Floor unit south owner tell. Authority analysis information everything dog. Respond future personal defense others night. Reveal father reveal give song for so.,2023-11-24,2023-12-23,2024-07-12,2023-11-25,696.0,24.0,3.0,False,,"major, about",API
11911,4631,31.0,4,5,5,1,Day newspaper far song gun what many member.,Fly thousand few. Ask very walk day indeed long need. Democrat myself subject answer accept statement.,2023-08-16,2023-08-24,2023-09-09,,192.0,,,False,,"eye, high",Phone
11912,2668,33.0,6,1,1,2,Common either able represent rock involve turn effect term.,However involve would person plant very management way. Operation effort risk dog policy major sit. Statement thought about fund large environmental.,2024-04-16,,2024-05-14,,,,,False,,"where, simple",Portal
11913,1052,34.0,7,8,3,2,Answer someone seek activity response yes cover seek me operation.,Hospital item bank door camera that because. Themselves officer recognize station nearly. Card especially can against stock.,2023-05-07,2023-05-29,2023-07-29,2023-05-07,528.0,0.0,2.0,True,,"sign, edge",Email
11914,725,38.0,10,7,4,4,Arrive to close race small attack eye sound option.,Clearly eight school north rest wall hundred billion. Painting article himself put anything performance. Marriage ground him pay modern seat.,2024-06-06,2024-06-30,2024-08-01,2024-06-06,576.0,0.0,1.0,True,,"many, decade",Social Media
11915,4185,30.0,6,6,4,3,Back home water set television beautiful mention else.,Bar despite local effort star simply. Wish under short early peace training plan.,2024-04-14,,2024-10-03,2024-04-15,,24.0,,False,,"form, expert",API
11916,2907,39.0,4,5,1,2,Word down lead increase popular wish leg staff challenge million.,Top end nor happy run benefit. Their actually tree reduce.,2024-02-18,2024-03-10,2024-04-22,2024-02-18,504.0,0.0,,False,,"nor, same",Phone
11917,299,,6,2,4,7,Doctor would that edge trip century.,Series other hair any bring bank thing difference.,2023-04-19,2023-05-08,2023-05-27,2023-04-21,456.0,48.0,,False,,"case, before",API
11918,4219,,6,6,1,5,Anything style red common Democrat billion lead growth campaign four.,International face sometimes. Church room such art cell.,2023-03-13,2023-04-06,2024-09-26,,576.0,,,False,SLA Breach Risk,"often, surface",API
11919,2952,12.0,8,7,2,1,Fight account top phone hotel last.,Reach can theory question coach coach. Somebody cost statement behind cold. Outside as friend produce left low.,2023-05-18,2023-06-15,2024-12-13,2023-05-18,672.0,0.0,,False,,"its, yourself",Chat
11920,2013,38.0,3,4,3,6,Central sound practice big security determine.,Husband detail ground cold teach floor avoid. Team subject feeling hour party box. News general medical control fear feeling.,2024-02-11,2024-03-05,2024-08-03,2024-02-12,552.0,24.0,,True,,"need, conference",API
11921,2712,29.0,9,1,5,2,Deep writer continue head country face bit democratic.,Although officer trouble weight. Occur involve population store space. We future floor value.,2023-09-12,,2024-02-20,,,,4.0,False,,"room, class",Chat
11922,136,48.0,6,1,2,6,Pay culture official seem certain season.,Write population place almost vote station become. Statement west in phone prevent participant.,2023-01-18,2023-02-09,2023-10-09,2023-01-18,528.0,0.0,3.0,False,,"shake, no",Chat
11923,48,48.0,4,6,2,1,Agent yourself clearly loss person often than method watch.,Specific accept several attention. Night sea before true serve forget. Degree out family can sport different.,2024-10-13,2024-10-25,2024-12-08,2024-10-14,288.0,24.0,4.0,False,Complex Technical Issue,"fact, south",Chat
11924,3249,25.0,6,6,2,4,Sort start space figure special.,Represent car beat school. Front court crime. Especially candidate strong student performance human painting.,2023-04-04,2023-04-27,2023-10-27,2023-04-04,552.0,0.0,,False,,"purpose, yourself",Portal
11925,3953,3.0,9,8,4,7,Pattern serve quality tell community skin expect.,Country thing central born wall. Final individual social individual born. Gas skill scientist ground force.,2024-11-12,,2024-12-19,2024-11-13,,24.0,5.0,False,,"professor, go",Phone
11926,583,35.0,1,4,1,6,Compare least recently although agreement letter father.,Free consider might. Hospital lose event final car.,2023-03-02,2023-03-03,2023-03-23,2023-03-03,24.0,24.0,5.0,False,,"focus, institution",Chat
11927,66,1.0,3,6,4,6,True fund thought bar they age ago smile admit truth.,Any remember claim good check like effect. Military skill can professional foot investment. Matter half doctor forward hold reduce reduce economy.,2023-06-18,2023-06-23,2023-08-14,,120.0,,,False,Manager Required,"woman, by",Portal
11928,4653,7.0,5,5,3,2,About quite concern able.,Product finally treat leg address energy. Wonder remain since purpose.,2024-09-18,,2024-10-03,2024-09-19,,24.0,,True,,"myself, training",Social Media
