opportunity_id,customer_id,rep_id,product_id,opportunity_name,stage,status,value,probability,expected_value,created_date,close_date,last_activity,competitor,decision_criteria,next_steps
4594,662,20,10,"Deal with Rodriguez, Mills and Santos",Proposal,Closed Lost,498481,39,194407.59,2023-08-08,2023-12-09,2024-05-25,Competitor A,Product standard around party view difference call door be.,Study exist write.
4595,315,40,7,Deal with Vaughn-Williams,Proposal,Qualified,191427,13,24885.510000000002,2024-06-19,2025-05-21,2024-12-19,In-house,Produce join population dog hour society avoid point.,Million garden serious admit resource rise building.
4596,2549,6,6,Deal with Gomez Inc,Qualification,Qualified,78551,70,54985.7,2024-02-18,2024-04-04,2024-05-12,Competitor C,Think explain detail low indicate anything staff class.,Air imagine just nothing.
4597,3178,32,2,Deal with Randall-Stanton,Closed Won,Proposal Sent,424381,17,72144.77,2023-09-03,2023-12-25,2024-08-27,In-house,Inside same above even evening.,Pm sister source card create rate.
4598,964,13,3,"Deal with Kemp, Miller and Knox",Proposal,Proposal Sent,183397,67,122875.99,2023-07-30,2023-10-12,2023-12-27,Competitor A,Various job attention build fact material.,Indeed old situation trial sea.
4599,3364,31,9,Deal with Mendoza and Sons,Proposal,Closed Won,430850,31,133563.5,2023-10-23,2024-01-30,2023-11-10,In-house,Learn successful world better alone simple wear mouth politics series.,Site money degree reflect.
4600,2240,32,12,Deal with White-Lewis,Proposal,Closed Won,425733,65,276726.45,2024-04-27,2024-07-14,2024-12-03,Competitor A,Present before safe already will participant candidate.,Camera difference fire instead film ten their.
4601,1622,48,2,"Deal with Brown, Carter and Anderson",Closed Won,Closed Won,227455,57,129649.34999999999,2023-10-05,2024-09-05,2023-11-06,Competitor C,Me agree response exactly not suffer sport billion whole whole.,Poor western down consider.
4602,2779,41,5,Deal with Robinson-Williams,Qualification,Qualified,53175,52,27651.0,2024-08-01,2025-04-08,2024-11-18,Competitor B,Itself ready buy professional prepare guess lot will.,Speak this score near term.
4603,721,39,9,"Deal with Lopez, Green and Jacobs",Qualification,Open,233735,31,72457.85,2023-12-12,2024-08-13,2024-11-21,Competitor A,Fast since least wife manage nothing can according reason.,Around break other item finish law skill staff.
4604,186,17,1,Deal with Castillo and Sons,Closed Won,Open,430686,30,129205.79999999999,2023-01-23,2023-11-18,2024-09-03,In-house,Themselves police great thing month myself have.,Participant goal month.
4605,4626,10,4,Deal with Lewis PLC,Closed Won,Closed Lost,287587,12,34510.44,2023-08-21,2024-05-07,2024-11-11,Competitor C,Eight build child leg hand.,Claim Congress different consider return see.
4606,1288,42,7,Deal with Russell and Sons,Qualification,Open,202273,88,178000.24,2023-06-04,2023-09-12,2023-09-02,None,Development boy today beyond charge wish attention.,Method line adult imagine quite production size.
4607,3709,39,10,"Deal with English, Rush and Sims",Negotiation,Closed Lost,302144,86,259843.84,2023-01-12,2023-02-19,2023-10-08,Competitor B,Defense cup apply his could store well her find both.,Face bed according southern.
4608,3673,27,8,Deal with Parker Inc,Closed Lost,Open,229847,86,197668.41999999998,2023-08-03,2024-03-30,2024-03-27,Competitor B,Throughout speak television over chair clear financial white.,Several nor politics form medical attorney thus.
4609,2350,26,7,Deal with Phillips-Medina,Proposal,Open,126939,85,107898.15,2024-04-19,2025-02-21,2024-06-08,Competitor A,Do leg soon gun political need.,Follow road guy interest play court.
4610,2613,43,11,Deal with Bailey Inc,Negotiation,Open,394824,26,102654.24,2024-12-08,2025-01-23,2024-12-19,Competitor A,Field defense marriage chance daughter major.,Keep very sister magazine subject.
4611,2431,7,4,"Deal with Hughes, Kennedy and Martin",Prospecting,Negotiation,414261,79,327266.19,2024-09-09,2024-11-10,2024-12-25,Competitor A,Radio appear project rock trouble available well teacher up.,Challenge poor according.
4612,4363,6,6,Deal with Wood-Perry,Qualification,Closed Won,354715,49,173810.35,2023-12-31,2024-04-01,2024-01-19,In-house,Role true case himself project dog experience.,Possible Mr improve political.
4613,2948,49,5,Deal with Cunningham-Norton,Proposal,Open,237853,43,102276.79,2023-05-09,2023-12-28,2023-12-13,Competitor C,Book fish value home mouth sea suggest develop.,Read building floor space.
4614,1239,7,9,"Deal with Bright, Perkins and Butler",Proposal,Closed Lost,145761,89,129727.29000000001,2024-03-03,2024-09-18,2024-04-13,Competitor C,Exactly letter leg record positive time.,Beautiful may position wonder.
4615,3568,38,7,"Deal with Vasquez, Warren and Holloway",Closed Won,Proposal Sent,384684,90,346215.60000000003,2024-12-30,2025-03-19,2024-12-30,Competitor B,Person trade doctor clearly line federal.,Future produce tough purpose respond human where.
4616,2743,39,8,Deal with Clark-Mitchell,Negotiation,Open,35180,39,13720.2,2023-12-14,2024-10-14,2024-11-08,Competitor B,Trade off better well could continue end last.,Possible science movie grow ok certainly blood.
4617,2658,49,9,"Deal with Silva, Riley and Williamson",Negotiation,Open,206886,46,95167.56,2023-05-06,2023-09-13,2024-04-08,In-house,Three community move everything improve important ability city keep.,Base near practice successful law money action.
4618,2560,12,10,Deal with Martinez-Rivera,Closed Won,Qualified,323661,90,291294.9,2024-06-02,2024-08-26,2024-11-30,Competitor C,Practice scientist bad never open event I.,Cut evening either find now government executive.
4619,1826,45,3,"Deal with Mills, Jones and Robertson",Proposal,Closed Won,175060,43,75275.8,2024-08-27,2024-09-29,2024-10-08,Competitor A,Trip itself organization say service deep agreement country Democrat.,Push explain approach join specific.
4620,2269,3,9,Deal with Sexton PLC,Closed Lost,Open,17595,47,8269.65,2024-11-28,2025-11-11,2024-12-07,Competitor B,Environmental professional camera else tonight score reach person social raise take.,Career personal in project.
4621,4819,29,12,"Deal with Butler, Hancock and Hurst",Closed Won,Qualified,412180,31,127775.8,2024-01-06,2024-07-11,2024-10-19,Competitor A,Wait best note at yes car thousand cause production.,Daughter stay prepare sing because.
4622,3297,49,6,Deal with Ross Inc,Closed Lost,Negotiation,180866,84,151927.44,2024-10-05,2025-07-15,2024-11-27,None,Case budget source often car.,Imagine recognize spring.
4623,2949,20,10,Deal with Franklin-Pugh,Proposal,Qualified,60623,14,8487.220000000001,2024-11-29,2025-09-26,2024-12-22,Competitor C,Strong political goal according rate born nearly rate campaign.,Author reveal size American court.
4624,4293,28,9,Deal with Diaz-Kelly,Qualification,Qualified,476465,30,142939.5,2024-12-05,2025-06-24,2024-12-27,Competitor B,Theory you science pass wear card difference compare.,Account light truth author must bar decide.
4625,2424,6,6,"Deal with Parrish, Cobb and Ballard",Qualification,Closed Lost,86826,30,26047.8,2024-01-07,2024-04-07,2024-10-31,Competitor C,About fall down phone own.,Seven together floor imagine leader treat factor.
4626,3490,37,8,"Deal with Mccarty, Mitchell and Jordan",Prospecting,Closed Lost,480951,43,206808.93,2023-10-05,2024-08-26,2024-03-24,In-house,Certain page nice result use practice network successful quite.,Body behavior figure reveal break.
4627,3200,17,3,Deal with Jones Group,Prospecting,Qualified,442136,71,313916.56,2023-04-18,2023-08-14,2023-08-11,None,Strategy window style fall prevent.,Turn system just.
4628,1528,25,4,Deal with Garcia-Koch,Qualification,Proposal Sent,300294,13,39038.22,2024-05-11,2024-11-11,2024-12-04,None,Drug scientist age amount central.,Speech drive center everything.
4629,274,7,9,Deal with Gallagher LLC,Prospecting,Closed Lost,18263,88,16071.44,2023-11-05,2024-04-13,2023-12-13,None,Avoid across personal somebody plan mention page answer.,Little animal majority do.
4630,1406,5,2,"Deal with Hill, Phillips and Marks",Prospecting,Proposal Sent,294617,20,58923.4,2023-05-11,2023-07-09,2023-08-02,Competitor C,Half physical tax before story shoulder option mouth kid.,Court election buy miss alone manager.
4631,1161,1,12,Deal with Hammond Group,Proposal,Negotiation,129034,38,49032.92,2024-08-29,2025-06-23,2024-12-03,In-house,Case million adult marriage lawyer few.,Whether better whose east.
4632,1551,33,5,Deal with Chase LLC,Closed Lost,Open,287981,90,259182.9,2024-08-10,2024-09-27,2024-08-15,None,Attorney significant job although project good.,Whether spend system president similar.
4633,3316,43,12,Deal with Ray-Thompson,Prospecting,Closed Lost,443840,62,275180.8,2023-01-16,2023-03-03,2024-03-18,Competitor B,Expert analysis account worry like affect.,Five have agreement citizen around move reason.
4634,4716,44,2,"Deal with Hayes, Lloyd and Williams",Proposal,Negotiation,233750,74,172975.0,2023-09-15,2024-03-02,2024-09-17,None,Heart near activity argue painting.,Value model care difficult town.
4635,13,37,1,Deal with Moore-Willis,Negotiation,Closed Won,38257,52,19893.64,2024-05-03,2024-07-05,2024-08-15,Competitor B,Consider about take maybe foreign.,Require Mr pattern.
4636,88,18,10,Deal with Sweeney PLC,Negotiation,Negotiation,422474,51,215461.74,2023-07-06,2024-06-23,2024-10-19,In-house,Best reflect total same ok thank into heavy man.,Art answer save along up prepare manager.
4637,2200,20,5,Deal with Elliott-Wright,Closed Lost,Closed Won,46454,89,41344.06,2024-08-10,2025-02-12,2024-12-26,Competitor A,Performance check walk behind easy shake imagine.,Writer yes stop bag born number wait.
4638,4553,6,10,Deal with Chambers-Kelly,Closed Won,Proposal Sent,131250,38,49875.0,2024-09-27,2024-12-04,2024-10-17,Competitor A,Answer window along hear although see give weight get life.,Forward now central physical.
4639,4359,19,1,Deal with Lin-Savage,Closed Lost,Closed Lost,92528,86,79574.08,2024-07-05,2025-03-04,2024-08-11,Competitor A,Scene write expert board officer message trial voice nation not nearly.,Someone senior technology imagine paper which good involve.
4640,322,18,5,Deal with Alvarez-Osborne,Proposal,Negotiation,388344,53,205822.32,2023-09-04,2024-06-27,2024-01-13,Competitor B,Step traditional its stage fear our.,Pull water return drug keep system represent.
4641,2370,35,2,"Deal with Crawford, Walker and Perkins",Prospecting,Open,67198,50,33599.0,2024-07-08,2024-11-04,2024-08-15,In-house,Radio board relate certainly discover social bring wind interest.,Use talk while beyond catch.
4642,3969,43,1,Deal with Pham-Martinez,Qualification,Negotiation,435077,53,230590.81,2023-07-02,2023-10-16,2024-09-17,In-house,Word federal because partner wait push war health movement often.,Establish especially certain ability.
4643,2281,22,12,Deal with Morgan Inc,Proposal,Closed Won,369569,10,36956.9,2024-12-27,2025-07-05,2024-12-28,In-house,Edge all area serve benefit song especially discover popular sign.,Positive fact its us specific.
4644,3847,43,9,Deal with Michael LLC,Prospecting,Proposal Sent,492855,80,394284.0,2023-12-24,2024-07-04,2024-10-08,None,Conference property Mr page health different practice term law draw.,Line young theory ask card name.
4645,4566,33,3,Deal with Daniel-Brennan,Proposal,Closed Lost,16370,82,13423.4,2023-05-09,2023-08-17,2024-01-30,None,Car effort resource economy example course.,Institution site your range wrong.
4646,2008,27,9,Deal with White PLC,Proposal,Closed Won,253238,87,220317.06,2023-09-12,2023-11-13,2024-05-15,None,Put different kind adult tree.,Word dark support short ever ahead.
4647,4172,15,12,Deal with Duran Group,Qualification,Closed Won,270358,20,54071.600000000006,2024-09-27,2024-11-19,2024-12-15,In-house,Pattern gun measure kid.,Movie statement figure opportunity space skin available.
4648,4129,45,7,Deal with Hobbs-Henderson,Proposal,Negotiation,288170,54,155611.80000000002,2024-01-09,2024-12-11,2024-10-29,None,Throughout wear hotel off hospital Democrat.,Soldier attack yard national.
4649,3501,4,1,Deal with Alvarado-Dunn,Qualification,Proposal Sent,310610,34,105607.40000000001,2024-07-22,2025-06-24,2024-08-23,Competitor C,Local sometimes mission Mrs.,Some author perform political amount.
4650,3925,29,12,"Deal with Morales, Williams and Mcdonald",Negotiation,Qualified,119410,23,27464.300000000003,2023-07-13,2024-03-28,2024-01-13,Competitor B,Anything sea trial six born source issue individual tonight environment.,Fall fish significant pick military.
4651,4836,10,1,Deal with Brown PLC,Prospecting,Open,305334,84,256480.56,2024-05-16,2025-05-02,2024-12-01,Competitor B,Significant few guess same our draw.,So cup long across rest early language.
4652,2365,2,8,Deal with Weaver-Crawford,Qualification,Open,463649,14,64910.86000000001,2023-11-18,2024-10-18,2024-03-28,Competitor B,Marriage claim early majority recent performance type response.,He without final development story system they.
4653,3388,2,11,Deal with Ruiz Inc,Proposal,Proposal Sent,231131,14,32358.340000000004,2023-04-22,2023-08-05,2023-12-31,Competitor A,Job song laugh do summer.,Back how affect protect.
4654,1740,33,6,Deal with Cain Ltd,Closed Won,Closed Won,375663,77,289260.51,2023-05-29,2024-02-09,2024-10-13,None,Somebody itself team because last.,Agreement for accept none agency.
4655,865,26,6,"Deal with Rodriguez, Evans and Bradley",Closed Won,Proposal Sent,113641,77,87503.57,2023-02-07,2024-01-29,2024-11-28,In-house,House well design third have.,Professional my indeed partner lead teacher.
4656,1601,13,4,Deal with Wang-Henry,Prospecting,Open,124745,31,38670.95,2023-03-13,2024-02-25,2024-04-17,Competitor B,Research relate occur those address usually.,Spend interest bit card allow.
4657,542,50,7,"Deal with Ward, Freeman and Davis",Closed Lost,Qualified,425029,82,348523.77999999997,2023-12-05,2024-07-15,2024-02-22,Competitor C,Ground poor cost several mother goal specific begin feeling.,Recent tell site rule plant citizen action attack.
4658,4474,13,3,Deal with Long and Sons,Qualification,Closed Won,271519,78,211784.82,2024-05-09,2025-01-18,2024-08-21,Competitor A,Born quality hold else see grow.,Just gun that draw degree.
4659,2913,26,12,"Deal with Matthews, Aguilar and Lara",Negotiation,Negotiation,387987,41,159074.66999999998,2024-04-15,2024-06-16,2024-09-05,None,Serious public yes collection buy issue want assume.,Between course born body first.
4660,4302,29,11,"Deal with Stewart, Anderson and Oliver",Qualification,Negotiation,252675,60,151605.0,2024-04-26,2024-12-12,2024-09-05,None,Benefit write fight do everybody stage skill story.,Until bag evidence interesting address good maintain compare.
4661,1331,29,9,Deal with Cervantes-Lucas,Qualification,Open,327292,21,68731.31999999999,2023-09-05,2024-01-09,2024-05-11,In-house,Speak reflect generation north ability sense.,Current bank doctor as space wide size.
4662,1188,5,11,Deal with Cox LLC,Negotiation,Closed Won,407805,27,110107.35,2024-05-04,2024-08-01,2024-10-02,In-house,Experience at measure federal probably others shake part pick.,Official course edge figure call possible catch special.
4663,3226,42,11,"Deal with Miranda, Chan and Sandoval",Closed Lost,Closed Won,382806,75,287104.5,2024-05-09,2024-07-21,2024-08-10,Competitor C,Rate control policy call training others.,Tax security fund improve former federal whole.
4664,3703,13,11,"Deal with Keller, Carr and Glass",Proposal,Qualified,85657,79,67669.03,2023-11-09,2024-04-23,2024-12-03,In-house,Score season smile attention few.,Star to well opportunity second different.
4665,4820,32,2,Deal with Flores-Dunn,Prospecting,Open,477453,26,124137.78,2023-01-04,2023-04-23,2024-03-31,In-house,Sing visit enter ahead analysis professor.,Surface hard report if whose ask friend position.
4666,3636,46,6,Deal with Callahan-Quinn,Prospecting,Closed Lost,308517,67,206706.39,2024-07-03,2024-08-05,2024-11-28,Competitor B,Market much industry even standard find pass trial customer.,Example nature hospital material state.
4667,91,35,7,"Deal with Richardson, Jenkins and Stevenson",Closed Lost,Open,456688,16,73070.08,2023-12-30,2024-02-13,2024-09-17,In-house,Land left choice music author wait instead certainly.,Big spend actually interest book ask half.
4668,1126,50,4,Deal with Dixon Group,Prospecting,Closed Lost,329986,55,181492.30000000002,2023-03-10,2023-12-14,2024-05-17,None,System former hit agreement look together sometimes choice.,According woman evening marriage buy face hold.
4669,953,10,7,Deal with Kim Inc,Proposal,Closed Lost,356366,55,196001.30000000002,2024-02-10,2024-05-16,2024-10-18,Competitor C,Especially interview half generation develop expect put cover arm head.,White especially look or media.
4670,634,15,3,Deal with Lewis PLC,Closed Won,Closed Won,377680,60,226608.0,2023-02-14,2023-09-23,2024-04-04,Competitor B,Arm career former outside whether reason bar true end.,People modern rest.
4671,4483,17,7,"Deal with Solis, Singleton and Mullins",Proposal,Proposal Sent,359961,69,248373.08999999997,2023-05-17,2024-04-22,2024-09-19,None,Their upon despite type treatment suffer party success different.,Foot point send degree structure stand.
4672,3647,20,5,Deal with Mccarthy Ltd,Closed Lost,Proposal Sent,214889,49,105295.61,2023-10-28,2024-04-08,2024-03-10,Competitor C,Child study beautiful sister space skill sign.,Feel property skill popular among exist.
4673,4524,50,10,"Deal with Watson, Stewart and Byrd",Closed Lost,Closed Lost,432761,18,77896.98,2023-11-28,2024-10-30,2023-11-30,Competitor C,Really movement value these should take themselves girl memory explain almost.,Better simple especially international.
4674,3573,26,7,Deal with Watson-Guerrero,Qualification,Negotiation,56180,12,6741.599999999999,2023-09-13,2024-04-24,2023-10-31,Competitor B,Learn next all drug improve support physical skill.,Experience score practice close particularly support prepare.
4675,2863,42,6,Deal with Williams Group,Closed Won,Proposal Sent,178728,48,85789.44,2024-04-17,2025-02-11,2024-11-21,In-house,Itself by already serve news.,Word age remember ago.
4676,4444,23,8,Deal with Williams Ltd,Closed Lost,Open,218952,10,21895.2,2023-01-31,2023-03-30,2023-05-09,Competitor A,It blood development indicate size leader.,Letter wind buy exist determine.
4677,508,25,10,Deal with Gardner Group,Negotiation,Closed Won,31592,60,18955.2,2023-08-23,2023-09-22,2024-07-04,Competitor C,Believe support indicate then grow team.,Risk him strong where.
4678,1732,19,8,"Deal with Steele, Lopez and Henderson",Prospecting,Closed Lost,259199,83,215135.16999999998,2023-03-15,2023-04-30,2023-03-23,Competitor C,List despite likely benefit.,Student song main this push professor small.
4679,3363,23,1,"Deal with Phelps, Robertson and Joseph",Closed Won,Closed Won,72161,51,36802.11,2024-01-13,2024-10-11,2024-08-03,Competitor C,Eight national year interest camera experience.,Growth prevent probably approach forward skill.
4680,4711,8,2,Deal with George-Meadows,Closed Lost,Negotiation,69289,34,23558.260000000002,2024-02-13,2024-08-17,2024-09-26,Competitor C,Science enough artist deep over such.,Value ability many respond.
4681,92,11,10,"Deal with Martin, Elliott and Hughes",Prospecting,Negotiation,316340,71,224601.4,2023-02-05,2023-06-12,2024-02-26,None,Floor those arrive store although worry yourself image name.,Report inside amount.
4682,2184,49,8,Deal with Anderson Ltd,Qualification,Proposal Sent,217022,71,154085.62,2024-03-28,2024-06-15,2024-06-21,Competitor B,Others country sister if arrive recognize rule.,Alone resource music service interesting point necessary culture.
4683,4830,26,12,Deal with Heath LLC,Proposal,Open,124342,79,98230.18000000001,2024-08-17,2025-03-31,2024-12-14,In-house,National real such shoulder five person everything during.,Six remain get until television certain prepare.
4684,298,19,10,"Deal with Green, Lindsey and Conner",Closed Lost,Closed Lost,39614,69,27333.659999999996,2023-01-04,2023-02-06,2024-01-19,Competitor A,Way first politics society together year she guess series community.,Story environment player sign too.
4685,4544,48,5,Deal with Brown-Lloyd,Negotiation,Qualified,83666,90,75299.40000000001,2024-03-17,2024-05-21,2024-08-02,Competitor B,Fill source item worry five pay under professional.,Such natural wrong loss security church education.
4686,4316,17,1,Deal with Anderson-Kline,Prospecting,Negotiation,223939,41,91814.98999999999,2023-10-23,2024-06-16,2024-03-03,Competitor A,Show staff large institution way.,You tax defense back management activity stuff.
4687,1043,42,9,Deal with Zimmerman-Riggs,Closed Lost,Closed Won,23363,83,19391.29,2024-07-09,2025-06-26,2024-10-15,Competitor A,More chance mention process research him including success choice job.,Generation mouth miss special operation involve.
4688,3410,3,5,Deal with Stanley-Moore,Negotiation,Closed Won,293996,30,88198.8,2023-12-17,2024-05-17,2024-04-09,Competitor B,Shake close walk small right situation economy child.,Factor event leader instead news along.
4689,3937,18,6,Deal with Berry-Wells,Closed Lost,Negotiation,414352,47,194745.44,2024-01-04,2024-12-02,2024-05-21,In-house,Hundred always area world walk.,Boy simple great suffer available us strategy.
4690,2516,30,7,Deal with Dixon and Sons,Closed Won,Closed Lost,144656,66,95472.96,2023-12-16,2024-07-11,2024-02-07,Competitor B,Think good much again foot claim.,Because sign probably from.
4691,1549,3,5,"Deal with Dillon, Edwards and Wilson",Closed Lost,Qualified,186953,85,158910.05,2023-04-16,2023-06-27,2023-06-07,Competitor A,Leg receive four sometimes be fill party moment.,Morning indicate guess son back.
4692,3317,44,4,Deal with Johnson LLC,Closed Won,Proposal Sent,321028,21,67415.88,2024-02-21,2024-10-26,2024-09-27,None,Interview create now culture method way through address deep.,Their choose force agreement.
4693,2980,10,3,Deal with Martin-Turner,Qualification,Qualified,409645,65,266269.25,2023-12-16,2024-06-03,2024-12-05,Competitor C,Free memory sound family reflect position television born conference enough.,Feeling doctor front central.
4694,682,36,3,Deal with Singh and Sons,Prospecting,Negotiation,8630,55,4746.5,2024-05-08,2024-09-11,2024-06-23,In-house,Enter large trouble citizen southern event son.,Within standard car pay.
4695,206,24,9,"Deal with Edwards, Mclaughlin and Powell",Prospecting,Open,55821,70,39074.7,2023-11-30,2024-02-26,2024-10-31,Competitor B,Direction check process modern state feel wrong tax pass.,Range small teacher catch better receive.
4696,3157,48,3,Deal with Morgan LLC,Closed Won,Open,381887,86,328422.82,2023-11-22,2024-07-31,2024-12-17,None,Beyond chance create next like especially real not stand.,By edge the trip receive street across.
4697,2548,13,5,Deal with Townsend PLC,Closed Lost,Proposal Sent,447600,78,349128.0,2024-01-12,2024-11-17,2024-01-19,Competitor B,Number agreement fact hit analysis decide goal more seat suffer letter.,Responsibility out hit question well.
4698,2407,49,7,Deal with Logan LLC,Closed Won,Closed Lost,111442,68,75780.56000000001,2024-09-14,2024-10-23,2024-10-10,None,Cut game civil beautiful bank new station.,Possible strong bag degree dream character develop.
4699,1310,46,9,"Deal with Morales, Vance and Munoz",Proposal,Negotiation,49643,32,15885.76,2023-07-18,2023-12-12,2023-12-03,None,Around star point fly minute government forget bad over sport nature.,Newspaper month appear any head scientist despite.
4700,4589,24,3,Deal with Torres PLC,Proposal,Closed Won,494485,75,370863.75,2023-05-27,2023-08-25,2023-12-16,In-house,Live laugh force system its.,Administration other even.
4701,830,44,12,"Deal with Howell, Baker and Duke",Closed Won,Negotiation,34706,82,28458.92,2024-11-14,2024-12-16,2024-12-27,In-house,Shake fast end ever part score industry could.,Process respond paper record carry.
4702,3082,3,5,Deal with Garcia-Rodriguez,Proposal,Closed Won,153786,43,66127.98,2024-06-26,2024-10-14,2024-12-14,Competitor A,Impact baby minute range indicate.,Election control age compare some protect partner region.
4703,3672,28,12,Deal with Rice Inc,Negotiation,Open,182821,23,42048.83,2024-09-16,2025-02-18,2024-11-08,In-house,Bag raise if worker add world able election agreement business light.,Agency pattern spend subject.
4704,2791,3,3,Deal with Allen-Rodriguez,Proposal,Open,362047,23,83270.81,2023-11-26,2024-03-30,2024-09-23,Competitor A,Great front hard eye best seven.,Light hand against place.
4705,3067,44,7,"Deal with Adams, Calderon and Smith",Qualification,Open,351964,39,137265.96,2024-10-22,2025-08-01,2024-12-28,In-house,Present somebody not task method.,Million option grow just.
4706,3511,24,12,Deal with Price-Bender,Prospecting,Closed Won,73221,40,29288.4,2023-01-09,2023-10-08,2024-04-12,Competitor C,Image understand have might degree.,Hospital police guess hold.
4707,1056,39,6,Deal with Jones Inc,Closed Won,Proposal Sent,411056,67,275407.52,2024-02-23,2024-05-11,2024-11-20,Competitor C,Form campaign number too where.,Meeting rise detail whatever society get task close.
4708,3654,35,9,Deal with Taylor LLC,Proposal,Closed Won,234238,88,206129.44,2024-07-08,2024-11-07,2024-10-25,Competitor C,Unit until give information economic here spring table space leg.,Many herself away sure law model east smile.
4709,1353,25,2,Deal with Hart-Christian,Prospecting,Proposal Sent,370879,41,152060.38999999998,2024-07-04,2025-04-07,2024-12-17,Competitor C,Total general election this experience certain write house run.,Toward include material until environmental we environment.
4710,1748,26,5,Deal with Sanchez-Smith,Qualification,Negotiation,190574,13,24774.620000000003,2024-04-09,2024-09-17,2024-06-06,Competitor A,Loss agreement military site dark out body.,Choose behind measure much senior population couple.
4711,1260,23,2,Deal with Gibson Inc,Proposal,Proposal Sent,184617,37,68308.29,2023-04-28,2023-12-19,2024-03-12,Competitor C,However hot simple before west seven either rate.,Mention however he pattern economy.
4712,1265,37,2,"Deal with Davidson, Moore and Reynolds",Proposal,Closed Won,125357,24,30085.68,2024-06-09,2024-08-18,2024-12-20,In-house,Quality day game gas after maybe rich which.,Peace that practice structure recent ten.
4713,382,49,3,Deal with Nelson Inc,Prospecting,Negotiation,40473,74,29950.02,2024-02-29,2024-12-24,2024-04-25,In-house,Body wonder idea sell treatment interview notice.,Morning different course record.
4714,1441,16,2,Deal with Scott-Harvey,Closed Won,Closed Lost,123751,41,50737.909999999996,2024-07-22,2025-04-21,2024-08-08,Competitor A,Everyone agreement feeling set collection follow yourself born able.,Major rock bill generation.
4715,4333,7,9,Deal with Johnson LLC,Closed Won,Qualified,130025,34,44208.5,2024-04-28,2025-02-07,2024-12-08,Competitor B,I public center growth anyone.,Blood painting network prevent.
4716,2306,42,6,"Deal with Oliver, Johnson and Jackson",Prospecting,Qualified,107434,36,38676.24,2024-06-05,2025-05-14,2024-09-18,Competitor C,Just use final century news consider yes kitchen or.,Product organization medical add arm.
4717,3581,17,9,Deal with Johnson PLC,Negotiation,Qualified,242970,51,123914.7,2023-03-09,2023-04-09,2024-06-10,None,Positive benefit news sound individual road.,Receive plan arm option whole number opportunity.
4718,390,37,5,"Deal with Rodgers, Jones and Rogers",Negotiation,Qualified,49235,77,37910.950000000004,2024-09-19,2024-11-20,2024-11-15,Competitor A,Pay movement evidence create what although save.,Region cost list similar through care.
4719,3361,4,11,Deal with Vaughn-Newton,Negotiation,Negotiation,126906,62,78681.72,2023-03-24,2023-12-24,2023-04-20,In-house,Age find thing goal turn like memory evidence conference knowledge stuff.,Nor while responsibility like yeah.
4720,4030,7,5,"Deal with Martin, Jones and Tucker",Closed Won,Open,410483,38,155983.54,2023-05-19,2024-02-27,2024-02-14,Competitor C,Financial according painting himself maintain ok radio bed.,Table bad various blue.
4721,1858,29,9,Deal with Dawson LLC,Closed Won,Open,494923,12,59390.759999999995,2024-09-29,2024-11-19,2024-10-06,Competitor B,Arm water population not discuss success fund office wait success.,American from low oil box second participant expert.
4722,259,32,4,Deal with Hays and Sons,Closed Lost,Closed Won,85230,90,76707.0,2024-12-04,2025-02-10,2024-12-28,Competitor C,Would by difficult although break many.,Position sure finish child speech rock.
4723,2047,15,1,Deal with Smith and Sons,Qualification,Open,380792,48,182780.16,2023-04-10,2023-10-11,2023-11-14,Competitor B,Team reduce huge nearly after large perhaps.,Amount within across series just.
4724,3699,27,3,Deal with Pace-Morgan,Qualification,Open,307454,50,153727.0,2023-03-17,2023-09-26,2024-02-24,In-house,Instead window than draw central parent it ability.,Chair a month wife key mention process.
4725,1849,20,3,"Deal with Schmidt, Rodriguez and Cook",Qualification,Open,12412,37,4592.44,2023-09-09,2024-03-10,2024-10-14,In-house,Hair leader later throw main individual manager forget young.,Center just drive particularly girl leader live some.
4726,878,8,11,Deal with Barron and Sons,Closed Won,Proposal Sent,151351,28,42378.280000000006,2023-09-23,2024-02-24,2024-01-21,Competitor B,Box level alone amount example.,Story remember author none table have successful.
4727,3,48,5,Deal with Torres Inc,Proposal,Closed Lost,407442,67,272986.14,2023-06-26,2023-09-30,2024-11-08,Competitor C,Yourself memory throw house nearly training experience.,Rich new special.
4728,1623,46,1,Deal with Higgins Inc,Proposal,Qualified,283926,22,62463.72,2023-02-07,2023-07-10,2024-09-21,Competitor A,Shake suffer TV letter enough leader plant.,Pick mother exactly media other choice term.
4729,2828,43,7,Deal with Perry-Thompson,Proposal,Closed Won,474967,72,341976.24,2024-08-16,2025-07-03,2024-12-21,None,Within view paper throw realize trade game film.,Against side to.
4730,3019,12,8,"Deal with Navarro, Higgins and Bennett",Proposal,Open,64811,49,31757.39,2024-05-20,2025-01-04,2024-11-22,Competitor A,Play home above up sometimes.,Not indicate sing against security individual treat.
4731,3211,26,5,"Deal with Brown, Mendoza and Morales",Prospecting,Open,355752,61,217008.72,2023-07-22,2024-07-15,2023-12-28,Competitor C,In news ask whatever season nature to town they.,Partner visit many two opportunity prove body.
4732,4681,15,9,Deal with Phillips-Ford,Prospecting,Open,210563,13,27373.190000000002,2024-04-29,2024-07-14,2024-08-20,Competitor A,Machine past director line same specific room.,Tax prevent member listen.
