journey_id,lead_id,current_stage,stage_progression,total_stages,days_in_stage,touchpoints_count,channels_used,content_consumed,engagement_score,next_expected_action,predicted_conversion_probability,last_stage_change
11036,11036,Purchase,6,7,33,12,5,2,0.45,Form Submit,0.69,2024-10-10
11037,11037,Awareness,1,7,68,6,3,15,0.6,Call,0.43,2024-11-27
11038,11038,Interest,2,7,86,13,4,20,0.82,Purchase,0.68,2024-06-24
11039,11039,Awareness,1,7,59,4,3,9,0.86,Call,0.77,2024-09-14
11040,11040,Retention,7,7,83,10,1,18,0.7,Email Open,0.52,2024-08-12
11041,11041,Consideration,3,7,14,13,1,5,0.29,Form Submit,0.28,2024-12-27
11042,11042,Retention,7,7,82,11,4,12,0.36,Email Open,0.56,2024-12-28
11043,11043,Retention,7,7,34,9,5,15,0.95,Call,0.88,2024-06-13
11044,11044,Retention,7,7,57,2,2,14,0.48,Purchase,0.14,2024-05-28
11045,11045,Retention,7,7,42,10,4,0,0.67,Call,0.46,2024-09-02
11046,11046,Evaluation,5,7,80,1,5,19,0.89,Purchase,0.43,2024-11-24
11047,11047,Interest,2,7,4,1,3,4,0.11,Email Open,0.34,2023-05-07
11048,11048,Interest,2,7,66,1,2,17,0.79,Purchase,0.79,2024-06-12
11049,11049,Evaluation,5,7,48,3,5,8,0.34,Website Visit,0.55,2024-12-25
11050,11050,Consideration,3,7,24,10,5,8,0.31,Email Open,0.41,2024-03-18
11051,11051,Intent,4,7,51,3,1,13,0.24,Form Submit,0.75,2024-08-25
11052,11052,Interest,2,7,83,1,4,7,0.4,Email Open,0.51,2024-04-27
11053,11053,Interest,2,7,37,9,2,15,0.59,Website Visit,0.69,2024-08-12
11054,11054,Intent,4,7,82,12,5,15,0.98,Form Submit,0.3,2024-03-20
11055,11055,Interest,2,7,82,12,2,15,0.25,Call,0.86,2024-12-26
11056,11056,Purchase,6,7,41,15,3,0,0.31,Purchase,0.81,2024-09-16
11057,11057,Evaluation,5,7,74,13,3,19,0.71,Call,0.8,2024-10-13
11058,11058,Intent,4,7,56,3,1,8,0.32,Email Open,0.22,2024-10-27
11059,11059,Evaluation,5,7,2,7,1,3,0.73,Email Open,0.48,2024-11-01
11060,11060,Awareness,1,7,80,11,2,12,0.53,Email Open,0.25,2024-11-27
11061,11061,Purchase,6,7,67,10,2,0,0.55,Purchase,0.5,2024-11-02
11062,11062,Retention,7,7,14,12,1,7,0.15,Email Open,0.54,2024-12-27
11063,11063,Purchase,6,7,28,3,4,8,0.54,Purchase,0.45,2024-12-25
11064,11064,Purchase,6,7,20,4,1,2,0.24,Form Submit,0.52,2024-09-22
11065,11065,Purchase,6,7,28,15,2,2,0.61,Website Visit,0.24,2024-11-02
11066,11066,Evaluation,5,7,31,15,4,19,0.27,Email Open,0.82,2024-02-17
11067,11067,Awareness,1,7,45,15,5,19,0.72,Purchase,0.71,2023-12-27
11068,11068,Consideration,3,7,67,1,5,6,0.15,Email Open,0.2,2024-11-18
11069,11069,Awareness,1,7,58,8,4,7,0.77,Purchase,0.85,2024-10-01
11070,11070,Purchase,6,7,38,12,1,3,0.6,Call,0.44,2024-08-19
11071,11071,Purchase,6,7,43,9,3,7,0.15,Purchase,0.8,2024-10-11
11072,11072,Awareness,1,7,75,12,5,14,0.46,Call,0.59,2024-09-03
11073,11073,Purchase,6,7,46,8,2,9,0.28,Website Visit,0.49,2024-05-30
11074,11074,Evaluation,5,7,68,8,1,0,0.5,Website Visit,0.29,2024-05-17
11075,11075,Retention,7,7,25,3,1,6,0.61,Email Open,0.87,2024-12-18
11076,11076,Retention,7,7,75,10,1,2,0.19,Website Visit,0.49,2024-10-19
11077,11077,Purchase,6,7,46,11,4,1,0.87,Call,0.11,2024-10-29
11078,11078,Retention,7,7,47,1,3,15,0.45,Website Visit,0.62,2023-10-14
11079,11079,Consideration,3,7,81,7,2,16,0.33,Form Submit,0.83,2023-11-22
11080,11080,Evaluation,5,7,40,9,3,18,0.32,Website Visit,0.68,2024-12-24
11081,11081,Purchase,6,7,49,3,1,16,0.88,Form Submit,0.14,2024-12-28
11082,11082,Consideration,3,7,83,3,4,18,0.95,Call,0.84,2024-12-30
11083,11083,Evaluation,5,7,73,2,3,16,0.68,Form Submit,0.19,2024-11-30
11084,11084,Purchase,6,7,84,12,3,10,0.67,Email Open,0.67,2023-12-25
11085,11085,Retention,7,7,25,14,5,14,0.64,Form Submit,0.68,2024-10-16
11086,11086,Intent,4,7,65,5,3,19,0.21,Purchase,0.77,2024-09-24
11087,11087,Interest,2,7,90,11,2,10,0.64,Purchase,0.44,2024-09-14
11088,11088,Awareness,1,7,25,5,5,0,0.46,Email Open,0.78,2024-10-21
11089,11089,Purchase,6,7,78,15,1,3,0.9,Form Submit,0.86,2024-10-28
11090,11090,Evaluation,5,7,49,8,4,0,0.76,Form Submit,0.46,2024-03-12
11091,11091,Purchase,6,7,51,1,4,16,0.37,Call,0.3,2024-09-06
11092,11092,Awareness,1,7,49,8,2,1,0.4,Website Visit,0.72,2024-03-18
11093,11093,Evaluation,5,7,35,8,1,7,0.8,Call,0.16,2024-12-24
11094,11094,Evaluation,5,7,14,11,1,12,0.34,Purchase,0.51,2024-10-04
11095,11095,Retention,7,7,25,4,3,11,0.53,Form Submit,0.63,2024-11-02
11096,11096,Retention,7,7,13,2,4,12,0.33,Call,0.84,2024-12-11
11097,11097,Consideration,3,7,85,14,3,16,0.81,Email Open,0.49,2024-08-15
11098,11098,Retention,7,7,52,6,5,8,0.5,Website Visit,0.18,2024-02-22
11099,11099,Interest,2,7,34,4,5,6,0.59,Form Submit,0.51,2024-03-06
11100,11100,Interest,2,7,67,15,3,11,0.9,Call,0.5,2024-03-13
11101,11101,Intent,4,7,12,13,1,13,0.52,Purchase,0.46,2024-12-30
11102,11102,Purchase,6,7,64,15,2,9,0.67,Email Open,0.62,2024-02-13
11103,11103,Intent,4,7,71,10,2,20,0.31,Purchase,0.11,2024-12-29
11104,11104,Consideration,3,7,9,6,2,14,0.52,Website Visit,0.73,2023-08-31
11105,11105,Retention,7,7,27,11,5,6,0.27,Form Submit,0.19,2024-10-25
11106,11106,Intent,4,7,51,2,4,15,0.77,Form Submit,0.57,2024-07-02
11107,11107,Intent,4,7,20,9,5,18,0.22,Form Submit,0.78,2023-11-09
11108,11108,Evaluation,5,7,85,10,5,8,0.6,Purchase,0.76,2024-07-25
11109,11109,Retention,7,7,83,4,5,7,0.62,Call,0.14,2024-11-29
11110,11110,Consideration,3,7,41,4,4,5,0.45,Purchase,0.47,2024-10-08
11111,11111,Consideration,3,7,22,1,5,9,0.81,Purchase,0.53,2024-08-09
11112,11112,Awareness,1,7,79,13,2,3,0.95,Form Submit,0.69,2024-12-25
11113,11113,Consideration,3,7,41,12,2,10,0.21,Form Submit,0.28,2024-10-21
11114,11114,Retention,7,7,76,4,3,8,0.99,Form Submit,0.59,2024-06-15
11115,11115,Interest,2,7,30,9,3,5,0.17,Website Visit,0.32,2024-09-27
11116,11116,Consideration,3,7,54,6,5,15,0.14,Website Visit,0.23,2024-10-22
11117,11117,Retention,7,7,65,5,3,18,0.81,Website Visit,0.57,2023-10-14
11118,11118,Intent,4,7,33,12,5,16,0.35,Email Open,0.19,2024-10-17
11119,11119,Retention,7,7,84,10,5,4,0.79,Email Open,0.15,2024-12-30
11120,11120,Interest,2,7,86,8,3,3,0.75,Website Visit,0.43,2024-11-30
11121,11121,Intent,4,7,84,10,4,7,0.47,Form Submit,0.89,2024-06-06
11122,11122,Evaluation,5,7,67,9,2,18,0.99,Purchase,0.81,2024-08-03
11123,11123,Interest,2,7,3,6,5,15,0.88,Email Open,0.71,2024-03-28
11124,11124,Purchase,6,7,17,3,1,0,0.27,Website Visit,0.16,2024-06-30
11125,11125,Intent,4,7,25,11,4,4,0.51,Call,0.43,2024-10-29
11126,11126,Retention,7,7,90,13,2,5,0.3,Form Submit,0.72,2024-05-02
11127,11127,Consideration,3,7,10,13,4,6,0.26,Website Visit,0.19,2024-11-29
11128,11128,Retention,7,7,73,11,1,2,0.13,Call,0.15,2023-03-20
11129,11129,Consideration,3,7,47,11,3,14,0.48,Website Visit,0.35,2024-08-01
11130,11130,Interest,2,7,69,6,4,8,0.95,Website Visit,0.27,2024-06-24
11131,11131,Purchase,6,7,68,7,1,17,0.57,Purchase,0.68,2024-11-13
11132,11132,Evaluation,5,7,72,13,5,19,0.37,Website Visit,0.13,2024-12-02
11133,11133,Retention,7,7,34,15,2,15,0.55,Website Visit,0.21,2024-12-29
11134,11134,Retention,7,7,55,11,5,17,0.68,Form Submit,0.12,2024-12-17
11135,11135,Interest,2,7,83,4,5,16,0.37,Website Visit,0.54,2024-11-05
11136,11136,Evaluation,5,7,74,8,5,11,0.23,Purchase,0.6,2024-04-02
11137,11137,Retention,7,7,40,3,1,7,0.27,Form Submit,0.46,2024-12-18
11138,11138,Retention,7,7,16,6,3,1,0.2,Form Submit,0.88,2024-10-24
11139,11139,Evaluation,5,7,50,6,5,12,0.51,Email Open,0.5,2024-06-08
11140,11140,Awareness,1,7,59,9,2,7,0.55,Form Submit,0.19,2024-07-16
11141,11141,Awareness,1,7,34,10,4,19,0.52,Email Open,0.44,2024-10-27
11142,11142,Interest,2,7,3,6,4,4,0.69,Call,0.28,2024-12-21
11143,11143,Consideration,3,7,53,3,5,8,0.69,Call,0.63,2024-12-17
11144,11144,Awareness,1,7,17,7,3,6,0.8,Email Open,0.66,2024-11-17
11145,11145,Consideration,3,7,17,15,5,10,0.8,Purchase,0.27,2024-07-04
11146,11146,Retention,7,7,42,9,4,8,0.33,Website Visit,0.5,2024-01-13
11147,11147,Consideration,3,7,79,6,4,1,0.81,Website Visit,0.33,2024-06-11
11148,11148,Consideration,3,7,63,11,5,7,0.66,Website Visit,0.54,2024-04-15
11149,11149,Intent,4,7,56,12,3,13,0.57,Form Submit,0.55,2024-10-07
11150,11150,Evaluation,5,7,24,15,2,2,0.33,Call,0.19,2024-08-24
11151,11151,Intent,4,7,30,1,4,17,0.86,Purchase,0.82,2024-12-10
11152,11152,Intent,4,7,59,14,1,13,0.96,Website Visit,0.23,2023-12-26
11153,11153,Intent,4,7,8,11,4,11,0.68,Email Open,0.51,2024-10-26
11154,11154,Interest,2,7,73,10,3,8,0.62,Purchase,0.11,2024-09-29
11155,11155,Consideration,3,7,45,7,2,10,0.73,Email Open,0.18,2024-12-06
11156,11156,Retention,7,7,19,7,2,13,0.96,Purchase,0.52,2024-12-08
11157,11157,Retention,7,7,41,4,5,12,0.82,Purchase,0.63,2024-02-09
11158,11158,Awareness,1,7,11,10,3,11,0.36,Email Open,0.17,2024-11-14
11159,11159,Intent,4,7,29,8,2,0,0.55,Call,0.3,2024-06-26
11160,11160,Awareness,1,7,69,12,4,2,0.98,Email Open,0.46,2024-12-08
11161,11161,Purchase,6,7,68,13,4,6,0.25,Form Submit,0.3,2024-06-04
11162,11162,Purchase,6,7,18,15,1,13,0.43,Call,0.61,2024-12-30
11163,11163,Interest,2,7,81,15,3,8,0.7,Form Submit,0.39,2024-10-17
11164,11164,Purchase,6,7,66,12,3,0,0.52,Call,0.6,2024-11-05
11165,11165,Purchase,6,7,75,4,1,10,0.48,Email Open,0.26,2024-11-26
11166,11166,Awareness,1,7,77,4,3,8,0.61,Website Visit,0.29,2024-08-15
11167,11167,Interest,2,7,67,1,5,19,0.5,Website Visit,0.78,2024-12-28
11168,11168,Intent,4,7,27,3,4,2,0.8,Email Open,0.65,2024-09-30
11169,11169,Evaluation,5,7,34,14,2,2,0.51,Call,0.24,2024-09-15
11170,11170,Retention,7,7,18,1,3,2,0.1,Form Submit,0.21,2024-06-07
11171,11171,Awareness,1,7,23,2,1,10,0.75,Website Visit,0.7,2024-04-18
11172,11172,Awareness,1,7,55,8,3,1,0.29,Form Submit,0.43,2024-12-09
11173,11173,Consideration,3,7,53,2,2,3,0.49,Purchase,0.46,2024-08-19
11174,11174,Evaluation,5,7,19,5,2,12,0.85,Form Submit,0.41,2024-05-31
11175,11175,Consideration,3,7,38,2,2,17,0.43,Form Submit,0.51,2024-09-05
11176,11176,Purchase,6,7,30,6,3,20,0.33,Email Open,0.59,2024-03-06
11177,11177,Purchase,6,7,72,3,2,15,0.79,Email Open,0.2,2024-09-14
11178,11178,Interest,2,7,83,9,1,0,0.4,Website Visit,0.39,2024-12-11
11179,11179,Evaluation,5,7,82,10,2,17,0.81,Email Open,0.86,2023-12-23
11180,11180,Retention,7,7,81,8,5,10,0.87,Website Visit,0.83,2023-10-29
11181,11181,Purchase,6,7,54,7,1,18,0.85,Purchase,0.21,2024-05-28
11182,11182,Purchase,6,7,87,14,5,18,0.19,Form Submit,0.31,2024-12-19
11183,11183,Purchase,6,7,48,12,3,11,0.24,Email Open,0.75,2024-03-26
11184,11184,Purchase,6,7,57,13,1,10,0.21,Form Submit,0.87,2024-11-06
11185,11185,Consideration,3,7,84,9,5,12,0.7,Call,0.66,2024-04-24
11186,11186,Interest,2,7,57,8,3,9,0.42,Website Visit,0.63,2024-11-19
11187,11187,Awareness,1,7,77,3,3,18,0.93,Call,0.57,2024-12-30
11188,11188,Evaluation,5,7,13,2,5,7,0.96,Call,0.68,2024-11-27
11189,11189,Intent,4,7,86,6,3,11,0.36,Form Submit,0.26,2024-05-19
11190,11190,Intent,4,7,49,4,4,16,0.49,Call,0.83,2024-12-30
11191,11191,Intent,4,7,76,14,3,16,0.56,Website Visit,0.83,2024-09-09
11192,11192,Awareness,1,7,36,4,2,17,0.28,Website Visit,0.12,2024-10-24
11193,11193,Retention,7,7,35,9,4,8,0.88,Email Open,0.39,2024-09-26
11194,11194,Awareness,1,7,14,12,2,17,0.92,Form Submit,0.75,2023-11-23
11195,11195,Intent,4,7,29,3,3,13,0.57,Email Open,0.38,2024-12-22
11196,11196,Intent,4,7,59,11,3,12,0.6,Purchase,0.55,2024-12-03
11197,11197,Awareness,1,7,41,4,1,0,0.98,Website Visit,0.12,2024-12-24
11198,11198,Evaluation,5,7,90,7,4,18,0.54,Email Open,0.34,2024-09-20
11199,11199,Consideration,3,7,82,11,1,12,0.15,Call,0.86,2024-05-18
11200,11200,Interest,2,7,21,15,3,15,0.44,Email Open,0.53,2024-08-03
11201,11201,Consideration,3,7,83,6,3,2,0.75,Email Open,0.19,2024-05-22
11202,11202,Purchase,6,7,54,12,5,17,0.83,Website Visit,0.56,2024-08-28
11203,11203,Consideration,3,7,51,11,4,18,0.36,Form Submit,0.8,2024-09-09
11204,11204,Awareness,1,7,26,2,1,1,0.33,Form Submit,0.39,2024-11-01
11205,11205,Interest,2,7,34,11,1,3,0.61,Call,0.48,2024-12-30
11206,11206,Retention,7,7,35,11,2,10,0.96,Form Submit,0.21,2024-08-26
11207,11207,Intent,4,7,44,8,5,13,0.36,Website Visit,0.84,2023-09-16
11208,11208,Awareness,1,7,68,4,4,3,0.27,Email Open,0.62,2024-10-17
11209,11209,Interest,2,7,89,7,4,5,0.29,Call,0.86,2024-10-08
11210,11210,Evaluation,5,7,3,6,4,1,0.32,Purchase,0.43,2024-12-27
11211,11211,Purchase,6,7,24,5,5,9,0.81,Email Open,0.79,2024-11-15
11212,11212,Interest,2,7,3,2,2,5,0.33,Call,0.76,2024-11-01
11213,11213,Interest,2,7,44,13,2,18,0.6,Purchase,0.89,2024-08-10
11214,11214,Purchase,6,7,4,14,2,17,0.23,Call,0.74,2024-12-02
11215,11215,Purchase,6,7,66,9,1,9,0.17,Purchase,0.4,2023-11-14
11216,11216,Interest,2,7,24,2,3,17,0.68,Form Submit,0.25,2024-09-21
11217,11217,Awareness,1,7,18,5,5,13,0.97,Call,0.9,2024-12-27
11218,11218,Interest,2,7,70,11,1,8,0.19,Purchase,0.75,2024-08-25
11219,11219,Retention,7,7,61,6,2,12,0.92,Website Visit,0.82,2024-10-17
11220,11220,Purchase,6,7,86,1,2,9,0.96,Website Visit,0.35,2024-07-27
11221,11221,Purchase,6,7,67,1,1,18,0.48,Form Submit,0.4,2024-05-22
11222,11222,Purchase,6,7,30,13,3,11,0.19,Call,0.6,2024-09-21
11223,11223,Retention,7,7,87,10,4,3,0.67,Email Open,0.33,2024-09-10
11224,11224,Intent,4,7,43,7,5,18,0.78,Form Submit,0.15,2024-03-09
11225,11225,Evaluation,5,7,1,5,3,6,0.99,Email Open,0.37,2024-11-19
11226,11226,Awareness,1,7,21,8,3,19,0.39,Email Open,0.1,2024-05-29
11227,11227,Retention,7,7,60,3,3,8,0.37,Call,0.67,2024-10-11
11228,11228,Retention,7,7,75,5,4,2,0.27,Purchase,0.25,2024-11-11
11229,11229,Awareness,1,7,52,14,2,12,0.9,Purchase,0.46,2024-09-08
11230,11230,Interest,2,7,64,4,3,15,0.84,Email Open,0.4,2024-12-28
11231,11231,Intent,4,7,37,2,3,13,0.4,Website Visit,0.88,2024-08-31
11232,11232,Purchase,6,7,12,14,5,15,0.17,Call,0.46,2024-08-16
11233,11233,Purchase,6,7,31,11,4,2,0.85,Form Submit,0.75,2024-06-30
11234,11234,Retention,7,7,26,5,3,6,0.6,Form Submit,0.74,2024-05-28
11235,11235,Evaluation,5,7,19,11,1,10,0.24,Purchase,0.17,2024-11-18
11236,11236,Awareness,1,7,41,13,1,11,0.86,Call,0.57,2024-10-10
11237,11237,Consideration,3,7,87,4,3,17,0.14,Website Visit,0.24,2024-02-25
11238,11238,Retention,7,7,34,5,3,18,0.23,Website Visit,0.17,2023-09-17
11239,11239,Awareness,1,7,17,5,1,14,0.35,Call,0.4,2024-09-27
11240,11240,Intent,4,7,19,1,3,16,0.58,Form Submit,0.52,2024-04-20
11241,11241,Consideration,3,7,2,10,4,8,0.93,Call,0.76,2024-11-30
11242,11242,Retention,7,7,47,12,2,13,0.56,Email Open,0.29,2024-08-24
11243,11243,Intent,4,7,11,1,2,8,0.65,Website Visit,0.2,2024-09-27
11244,11244,Interest,2,7,28,15,2,14,0.66,Call,0.46,2024-01-09
11245,11245,Awareness,1,7,90,4,2,9,0.27,Call,0.19,2024-11-05
11246,11246,Retention,7,7,87,10,4,9,0.28,Email Open,0.5,2024-11-12
11247,11247,Interest,2,7,82,8,2,6,0.32,Form Submit,0.76,2024-12-23
11248,11248,Consideration,3,7,49,9,5,8,0.34,Call,0.88,2024-10-03
11249,11249,Retention,7,7,17,10,2,13,0.46,Form Submit,0.53,2024-11-13
11250,11250,Consideration,3,7,77,5,4,11,0.3,Email Open,0.55,2024-03-14
11251,11251,Awareness,1,7,87,8,3,5,0.29,Purchase,0.85,2024-07-22
11252,11252,Purchase,6,7,20,4,5,14,0.29,Email Open,0.8,2024-09-26
11253,11253,Intent,4,7,52,2,1,2,0.97,Website Visit,0.67,2024-04-17
11254,11254,Evaluation,5,7,14,15,5,14,0.91,Website Visit,0.26,2024-09-03
11255,11255,Awareness,1,7,34,9,5,4,0.96,Email Open,0.82,2024-07-19
11256,11256,Purchase,6,7,33,15,3,16,0.67,Website Visit,0.82,2024-06-14
11257,11257,Consideration,3,7,22,8,4,18,0.31,Purchase,0.62,2024-12-07
11258,11258,Consideration,3,7,52,12,3,17,0.44,Call,0.32,2024-12-22
11259,11259,Interest,2,7,13,1,4,2,0.19,Website Visit,0.55,2024-08-29
11260,11260,Retention,7,7,25,1,3,17,0.1,Website Visit,0.56,2024-09-26
11261,11261,Evaluation,5,7,80,12,3,19,0.51,Form Submit,0.6,2024-11-12
11262,11262,Retention,7,7,6,5,1,20,0.64,Website Visit,0.1,2024-03-03
11263,11263,Evaluation,5,7,75,10,1,15,0.89,Call,0.44,2024-11-07
11264,11264,Consideration,3,7,87,6,3,1,0.71,Website Visit,0.45,2024-02-24
11265,11265,Evaluation,5,7,5,8,1,18,0.51,Purchase,0.85,2024-10-07
11266,11266,Retention,7,7,67,1,3,15,0.83,Call,0.11,2024-01-28
11267,11267,Evaluation,5,7,57,2,3,11,0.46,Form Submit,0.84,2024-12-20
11268,11268,Interest,2,7,61,1,4,8,0.82,Website Visit,0.36,2024-06-27
11269,11269,Consideration,3,7,13,11,1,2,0.62,Purchase,0.33,2024-12-02
11270,11270,Evaluation,5,7,44,14,4,2,0.81,Website Visit,0.84,2024-10-17
11271,11271,Retention,7,7,67,6,2,4,0.48,Email Open,0.35,2024-10-09
11272,11272,Evaluation,5,7,36,1,1,3,0.8,Form Submit,0.35,2024-07-27
11273,11273,Consideration,3,7,62,15,2,7,0.91,Purchase,0.84,2024-04-10
11274,11274,Consideration,3,7,59,8,5,1,1.0,Call,0.75,2024-11-16
11275,11275,Intent,4,7,64,5,4,18,0.94,Form Submit,0.47,2024-10-27
11276,11276,Retention,7,7,7,10,3,11,0.88,Call,0.19,2024-06-15
11277,11277,Retention,7,7,34,4,5,0,0.98,Email Open,0.45,2024-12-10
11278,11278,Consideration,3,7,15,13,2,0,0.67,Call,0.67,2024-03-30
11279,11279,Consideration,3,7,87,5,4,15,0.94,Call,0.5,2024-08-23
11280,11280,Consideration,3,7,72,4,4,5,0.75,Call,0.34,2024-10-21
11281,11281,Interest,2,7,13,11,5,2,0.2,Website Visit,0.4,2023-12-27
11282,11282,Retention,7,7,4,6,1,20,0.95,Email Open,0.24,2024-12-24
11283,11283,Retention,7,7,83,15,5,13,0.14,Purchase,0.83,2024-06-15
11284,11284,Awareness,1,7,18,13,2,9,0.14,Email Open,0.37,2024-06-05
11285,11285,Awareness,1,7,62,12,2,17,0.68,Purchase,0.15,2024-10-28
11286,11286,Awareness,1,7,78,6,5,6,0.97,Form Submit,0.27,2024-01-16
11287,11287,Interest,2,7,4,12,2,14,0.45,Purchase,0.28,2024-11-16
11288,11288,Purchase,6,7,53,6,2,1,0.8,Call,0.74,2023-09-18
11289,11289,Purchase,6,7,45,1,2,15,0.75,Form Submit,0.31,2024-12-24
11290,11290,Intent,4,7,32,9,3,5,0.16,Form Submit,0.66,2024-10-09
11291,11291,Consideration,3,7,55,12,1,6,0.91,Call,0.63,2024-12-24
11292,11292,Interest,2,7,89,12,2,15,0.47,Purchase,0.29,2024-12-15
11293,11293,Evaluation,5,7,33,8,5,3,0.56,Call,0.65,2024-11-29
11294,11294,Awareness,1,7,56,2,1,4,0.29,Email Open,0.56,2023-09-26
11295,11295,Intent,4,7,70,2,2,3,0.87,Email Open,0.13,2024-04-13
11296,11296,Interest,2,7,82,12,2,9,0.4,Email Open,0.41,2024-11-04
11297,11297,Intent,4,7,8,5,1,12,0.64,Purchase,0.54,2024-01-12
11298,11298,Evaluation,5,7,19,13,3,4,0.1,Form Submit,0.67,2024-05-18
11299,11299,Retention,7,7,82,10,4,14,0.53,Purchase,0.22,2024-06-10
11300,11300,Purchase,6,7,41,2,1,11,0.26,Email Open,0.25,2024-09-11
11301,11301,Awareness,1,7,85,9,2,12,0.65,Call,0.65,2024-10-26
11302,11302,Purchase,6,7,89,3,5,19,0.72,Form Submit,0.58,2024-03-06
11303,11303,Awareness,1,7,37,15,4,12,0.21,Call,0.59,2024-12-09
11304,11304,Evaluation,5,7,25,14,3,20,0.51,Email Open,0.77,2024-09-09
11305,11305,Consideration,3,7,89,6,4,6,0.73,Form Submit,0.25,2024-06-25
11306,11306,Evaluation,5,7,30,8,5,18,0.25,Email Open,0.47,2024-12-15
11307,11307,Awareness,1,7,86,12,3,10,0.91,Website Visit,0.29,2024-12-28
11308,11308,Consideration,3,7,76,12,1,6,0.13,Email Open,0.47,2024-12-19
11309,11309,Consideration,3,7,3,7,3,12,0.26,Purchase,0.21,2024-05-15
11310,11310,Purchase,6,7,53,12,5,20,0.77,Call,0.68,2024-07-11
11311,11311,Retention,7,7,44,1,3,7,0.45,Website Visit,0.32,2024-08-25
11312,11312,Intent,4,7,24,8,2,20,0.98,Purchase,0.47,2024-10-28
11313,11313,Consideration,3,7,16,15,4,15,0.49,Call,0.73,2023-10-26
11314,11314,Consideration,3,7,48,9,5,10,0.26,Form Submit,0.42,2024-11-09
11315,11315,Retention,7,7,32,11,4,8,0.23,Call,0.27,2024-04-30
11316,11316,Intent,4,7,15,2,5,8,0.48,Purchase,0.11,2024-09-03
11317,11317,Awareness,1,7,37,12,3,19,0.51,Website Visit,0.84,2024-11-20
11318,11318,Consideration,3,7,22,3,1,8,0.96,Email Open,0.19,2024-10-23
11319,11319,Intent,4,7,40,15,4,19,0.39,Website Visit,0.79,2024-04-12
11320,11320,Retention,7,7,11,12,1,15,0.94,Email Open,0.32,2024-02-08
11321,11321,Evaluation,5,7,79,15,4,9,0.3,Purchase,0.63,2024-01-28
11322,11322,Interest,2,7,55,4,5,12,0.16,Email Open,0.22,2024-12-27
11323,11323,Purchase,6,7,3,15,2,3,0.28,Website Visit,0.12,2024-06-18
11324,11324,Intent,4,7,10,7,2,17,0.93,Email Open,0.37,2024-10-08
11325,11325,Consideration,3,7,23,2,3,0,0.16,Form Submit,0.35,2024-08-01
11326,11326,Consideration,3,7,66,1,3,0,0.83,Purchase,0.27,2024-12-16
11327,11327,Awareness,1,7,68,2,5,7,0.41,Website Visit,0.29,2024-05-05
11328,11328,Intent,4,7,19,11,2,8,0.87,Form Submit,0.36,2024-10-17
11329,11329,Awareness,1,7,24,1,3,19,0.74,Email Open,0.54,2024-05-06
11330,11330,Consideration,3,7,1,2,3,4,0.91,Website Visit,0.58,2024-05-02
11331,11331,Purchase,6,7,18,1,5,16,0.68,Call,0.39,2024-11-23
11332,11332,Interest,2,7,38,13,5,11,0.36,Purchase,0.49,2024-08-04
11333,11333,Retention,7,7,61,13,5,16,0.54,Email Open,0.64,2024-06-18
11334,11334,Awareness,1,7,49,6,1,10,0.96,Email Open,0.1,2024-08-07
11335,11335,Intent,4,7,33,12,4,6,0.18,Website Visit,0.68,2024-10-14
11336,11336,Interest,2,7,24,4,4,16,0.28,Purchase,0.6,2024-09-08
11337,11337,Consideration,3,7,82,3,5,11,0.72,Purchase,0.72,2024-08-17
11338,11338,Purchase,6,7,11,5,4,18,0.6,Website Visit,0.5,2024-12-11
11339,11339,Evaluation,5,7,57,2,4,13,0.69,Website Visit,0.7,2024-07-30
11340,11340,Retention,7,7,6,15,2,16,0.15,Call,0.71,2024-11-03
11341,11341,Intent,4,7,54,1,2,8,0.64,Call,0.53,2024-12-28
11342,11342,Intent,4,7,5,11,5,1,0.92,Email Open,0.82,2024-05-28
11343,11343,Purchase,6,7,27,13,5,11,0.92,Website Visit,0.34,2024-09-21
11344,11344,Awareness,1,7,29,7,2,13,0.97,Form Submit,0.72,2024-10-14
11345,11345,Awareness,1,7,87,2,1,6,0.48,Email Open,0.67,2023-11-21
11346,11346,Intent,4,7,42,4,1,9,0.78,Form Submit,0.52,2024-07-12
11347,11347,Retention,7,7,75,15,1,10,0.68,Email Open,0.12,2024-04-14
11348,11348,Intent,4,7,26,12,2,6,0.1,Email Open,0.31,2024-10-30
11349,11349,Awareness,1,7,48,4,5,7,0.61,Email Open,0.49,2024-09-07
11350,11350,Evaluation,5,7,41,2,3,16,0.75,Call,0.12,2024-12-18
11351,11351,Evaluation,5,7,49,10,3,3,0.86,Call,0.62,2024-06-06
11352,11352,Retention,7,7,21,6,2,6,0.2,Website Visit,0.71,2024-10-31
11353,11353,Retention,7,7,23,11,3,16,0.43,Website Visit,0.85,2024-12-09
11354,11354,Evaluation,5,7,38,11,1,5,0.34,Website Visit,0.41,2024-08-08
11355,11355,Consideration,3,7,80,1,2,3,0.33,Call,0.61,2024-12-07
11356,11356,Interest,2,7,8,15,5,0,0.3,Email Open,0.81,2024-11-30
11357,11357,Evaluation,5,7,37,7,1,9,0.32,Purchase,0.54,2024-04-05
11358,11358,Retention,7,7,31,11,4,14,0.7,Email Open,0.6,2024-09-15
11359,11359,Consideration,3,7,44,13,1,5,0.72,Form Submit,0.44,2024-12-09
11360,11360,Intent,4,7,10,15,2,6,0.98,Form Submit,0.5,2023-12-16
