conversion_id,lead_id,campaign_id,conversion_type,conversion_date,conversion_value,revenue,customer_lifetime_value,conversion_path,attribution_model,touchpoints_count,days_to_conversion
2785,11290,44,Upsell,2024-01-04,9681,30202,54712,Influencer -> Lead -> Upsell,Linear,5,7
2786,11292,50,Customer,2024-09-29,9529,17040,45155,Influencer -> Lead -> Customer,Position Based,2,242
2787,11293,35,MQL,2024-09-16,1486,2009,29269,Events -> Lead -> MQL,First Touch,5,238
2788,11296,13,Customer,2024-07-07,8219,24049,53899,SEO -> Lead -> Opportunity,Linear,3,143
2789,11297,8,Customer,2023-12-01,8890,2301,64578,Influencer -> Lead -> Opportunity,Last Touch,8,153
2790,11300,31,MQL,2024-08-27,8004,49632,78628,Paid Search -> Lead -> Opportunity,Position Based,5,227
2791,11302,45,MQL,2023-12-16,9285,27155,42672,Direct Mail -> Lead -> MQL,Last Touch,9,50
2792,11306,35,Opportunity,2024-10-12,8443,39421,21533,Events -> Lead -> Opportunity,Time Decay,3,202
2793,11307,28,SQL,2024-12-23,4204,21881,70220,Display -> Lead -> Customer,Position Based,6,83
2794,11313,32,Lead,2024-04-23,2619,21570,92381,Influencer -> Lead -> SQL,Position Based,5,109
2795,11314,50,Opportunity,2024-12-15,9169,26917,4615,Influencer -> Lead -> Customer,Last Touch,9,147
2796,11320,10,Upsell,2024-02-27,261,36400,24209,Social Media -> Lead -> SQL,Linear,6,38
2797,11321,45,Upsell,2024-07-22,8589,27812,4494,Direct Mail -> Lead -> Opportunity,Position Based,8,118
2798,11323,29,MQL,2024-04-20,9232,48181,59254,Influencer -> Lead -> Customer,Last Touch,2,204
2799,11333,1,Upsell,2024-04-25,7094,12605,70408,Display -> Lead -> SQL,Linear,9,121
2800,11334,38,Lead,2023-11-21,3571,694,59638,Direct Mail -> Lead -> Upsell,Last Touch,6,121
2801,11336,21,Upsell,2024-06-01,1358,34865,1151,Influencer -> Lead -> MQL,First Touch,10,112
2802,11340,50,Lead,2024-10-12,1497,2163,98924,Influencer -> Lead -> Upsell,Linear,4,257
2803,11342,14,MQL,2024-06-25,2820,21408,47710,Social Media -> Lead -> Opportunity,Linear,8,171
2804,11343,3,MQL,2023-03-31,7616,46087,84503,Influencer -> Lead -> MQL,Last Touch,10,80
2805,11346,9,MQL,2024-12-27,4375,35435,78966,Webinars -> Lead -> MQL,Time Decay,10,330
2806,11347,9,Upsell,2024-12-28,2152,8236,13949,Webinars -> Lead -> SQL,Time Decay,10,201
2807,11351,27,Lead,2024-05-12,3686,27984,84700,SEO -> Lead -> Upsell,Last Touch,1,15
2808,11355,42,MQL,2024-12-09,8837,7974,16337,Direct Mail -> Lead -> Opportunity,Last Touch,5,194
2809,11367,13,Upsell,2024-12-17,892,5902,60239,SEO -> Lead -> Opportunity,First Touch,5,225
2810,11369,23,Opportunity,2024-12-23,8097,24975,28232,Webinars -> Lead -> Lead,Last Touch,7,124
2811,11374,12,MQL,2024-12-03,175,9046,31920,Events -> Lead -> Customer,Time Decay,2,12
2812,11379,41,Opportunity,2024-05-21,737,43314,61685,Events -> Lead -> Customer,Time Decay,5,35
2813,11390,6,SQL,2024-10-13,4947,30692,27558,SEO -> Lead -> Customer,First Touch,5,17
2814,11392,20,Customer,2024-10-03,6276,3329,83688,Influencer -> Lead -> Upsell,Linear,10,280
2815,11399,5,Lead,2024-07-05,551,16611,7056,Influencer -> Lead -> Lead,Linear,10,118
2816,11402,14,Lead,2024-04-03,5864,10115,55845,Social Media -> Lead -> Customer,Last Touch,10,42
2817,11410,48,MQL,2024-05-17,4368,28842,11222,Social Media -> Lead -> MQL,Position Based,4,146
2818,11415,46,SQL,2024-01-29,4763,47380,21552,Social Media -> Lead -> MQL,Last Touch,6,89
2819,11416,48,SQL,2024-11-14,1282,32892,99110,Social Media -> Lead -> Upsell,Time Decay,9,264
2820,11417,37,SQL,2024-12-24,4230,21667,76879,Events -> Lead -> SQL,First Touch,7,335
2821,11418,11,MQL,2024-12-17,719,43584,56933,Events -> Lead -> MQL,Position Based,3,292
2822,11422,41,Customer,2024-11-06,986,9478,28379,Events -> Lead -> Opportunity,Last Touch,2,42
2823,11425,39,Lead,2023-07-16,2402,15471,72965,Content Marketing -> Lead -> Customer,First Touch,1,5
2824,11427,31,Customer,2024-05-09,226,27235,26011,Paid Search -> Lead -> SQL,Linear,8,2
2825,11428,15,SQL,2024-03-01,6862,30810,3596,Paid Search -> Lead -> Opportunity,Linear,2,28
2826,11431,30,Customer,2024-09-22,4839,39439,35856,Influencer -> Lead -> Customer,Linear,1,172
2827,11437,47,Upsell,2024-09-24,6567,28033,25973,Influencer -> Lead -> MQL,Position Based,10,271
2828,11439,40,Upsell,2023-07-23,9788,43981,32993,Email -> Lead -> SQL,Position Based,5,82
2829,11455,11,MQL,2024-09-23,5458,43723,94200,Events -> Lead -> Customer,Last Touch,10,81
2830,11465,32,Opportunity,2023-10-15,4178,25138,73957,Influencer -> Lead -> Lead,Position Based,5,222
2831,11466,28,Lead,2024-12-28,7519,44858,84200,Display -> Lead -> Lead,Time Decay,8,132
2832,11469,41,Opportunity,2024-12-16,5449,11606,31976,Events -> Lead -> SQL,First Touch,9,309
2833,11472,26,MQL,2023-09-07,8737,8682,33426,SEO -> Lead -> Customer,Last Touch,5,81
2834,11475,26,Upsell,2024-11-10,1128,28878,98918,SEO -> Lead -> SQL,Time Decay,4,76
2835,11487,14,MQL,2024-02-17,4990,4578,65435,Social Media -> Lead -> Upsell,First Touch,1,195
2836,11490,36,MQL,2024-11-24,2555,17536,99507,Direct Mail -> Lead -> Lead,Time Decay,1,259
2837,11494,2,Customer,2024-05-12,9931,43990,20713,Direct Mail -> Lead -> Opportunity,Position Based,10,347
2838,11503,22,Opportunity,2024-09-15,4195,38214,19321,Display -> Lead -> Upsell,Position Based,10,7
2839,11505,24,Upsell,2023-11-06,4350,17272,15870,SEO -> Lead -> MQL,Time Decay,3,260
2840,11522,37,Customer,2024-12-24,4386,13784,9263,Events -> Lead -> Lead,Last Touch,8,245
2841,11533,35,MQL,2024-12-18,4666,20125,73047,Events -> Lead -> MQL,Linear,5,211
2842,11540,4,MQL,2024-10-30,5998,25377,81748,Email -> Lead -> Opportunity,First Touch,1,220
2843,11542,37,Customer,2024-12-23,476,25639,50078,Events -> Lead -> SQL,Time Decay,4,21
2844,11551,41,SQL,2024-07-02,6972,13717,91934,Events -> Lead -> Upsell,First Touch,4,231
2845,11552,29,SQL,2024-10-19,7963,12061,79743,Influencer -> Lead -> Lead,First Touch,4,210
2846,11553,29,SQL,2024-01-31,9891,26347,31450,Influencer -> Lead -> Customer,Time Decay,6,210
2847,11558,19,SQL,2024-06-24,8208,35619,16450,Influencer -> Lead -> Lead,Linear,10,207
2848,11563,7,SQL,2024-06-17,4485,47003,39942,Influencer -> Lead -> Lead,First Touch,6,263
2849,11568,40,MQL,2023-03-11,652,18800,88800,Email -> Lead -> Upsell,Time Decay,2,298
2850,11569,48,Upsell,2024-10-13,8975,2858,91717,Social Media -> Lead -> MQL,Last Touch,3,240
2851,11572,38,Opportunity,2024-09-03,2909,13168,52783,Direct Mail -> Lead -> Lead,First Touch,9,19
2852,11575,28,Upsell,2024-12-26,1658,24523,63888,Display -> Lead -> Customer,Position Based,1,58
2853,11577,42,SQL,2024-09-29,4702,10446,68952,Direct Mail -> Lead -> SQL,Position Based,1,168
2854,11592,50,Lead,2024-12-18,1775,14481,34562,Influencer -> Lead -> MQL,Linear,10,277
2855,11593,17,SQL,2024-01-09,1515,26152,83664,Events -> Lead -> MQL,Position Based,6,15
2856,11597,12,Customer,2024-05-29,9179,45903,94880,Events -> Lead -> Lead,First Touch,8,191
2857,11601,42,SQL,2024-06-28,9496,44547,75283,Direct Mail -> Lead -> Customer,First Touch,1,105
2858,11602,33,SQL,2024-08-23,4529,44284,51077,Display -> Lead -> Upsell,Position Based,6,33
2859,11603,42,Customer,2024-05-14,9346,2201,80912,Direct Mail -> Lead -> Lead,Time Decay,7,291
2860,11610,19,Lead,2024-04-01,7344,49678,8510,Influencer -> Lead -> MQL,Position Based,2,132
2861,11613,46,Lead,2023-10-07,8433,15422,61342,Social Media -> Lead -> Customer,Time Decay,7,165
2862,11617,20,Lead,2024-12-27,6047,13570,62451,Influencer -> Lead -> SQL,Position Based,3,196
2863,11624,2,SQL,2024-12-18,6107,1380,6944,Direct Mail -> Lead -> Upsell,Linear,4,365
2864,11633,36,Customer,2024-11-29,9853,28508,64587,Direct Mail -> Lead -> MQL,Time Decay,2,93
2865,11634,19,Upsell,2024-07-04,5984,10538,80686,Influencer -> Lead -> Lead,Linear,9,224
2866,11638,40,Upsell,2023-11-05,6880,28558,74510,Email -> Lead -> Customer,Time Decay,4,281
2867,11648,10,Opportunity,2024-07-21,1905,8151,31857,Social Media -> Lead -> SQL,Linear,6,128
2868,11655,1,Opportunity,2024-08-31,286,23917,99611,Display -> Lead -> Lead,Linear,2,202
2869,11658,42,MQL,2024-12-14,680,40772,76185,Direct Mail -> Lead -> Opportunity,Last Touch,3,358
2870,11660,29,Lead,2024-11-03,4590,6785,3303,Influencer -> Lead -> Opportunity,Time Decay,9,116
2871,11663,16,Lead,2024-09-24,129,31281,50820,Paid Search -> Lead -> Customer,First Touch,9,344
2872,11668,37,Opportunity,2024-11-23,7407,1678,64947,Events -> Lead -> SQL,Linear,10,154
2873,11672,23,Customer,2024-12-22,2020,16735,90297,Webinars -> Lead -> SQL,Last Touch,7,44
2874,11677,16,Upsell,2024-12-12,8683,3600,44146,Paid Search -> Lead -> SQL,Last Touch,10,255
2875,11679,49,SQL,2024-12-24,4556,28518,72253,Display -> Lead -> Opportunity,Last Touch,4,323
2876,11686,20,Opportunity,2024-07-29,4896,13123,30697,Influencer -> Lead -> MQL,Position Based,1,276
2877,11691,40,SQL,2023-06-06,3945,29704,11868,Email -> Lead -> Customer,Linear,10,236
2878,11695,24,Upsell,2024-08-29,4786,15599,4678,SEO -> Lead -> Lead,Time Decay,7,347
2879,11702,20,Customer,2024-09-12,9235,15161,42912,Influencer -> Lead -> Upsell,First Touch,3,143
2880,11704,15,SQL,2024-05-19,7404,36809,97069,Paid Search -> Lead -> Upsell,Position Based,7,29
2881,11707,8,MQL,2024-04-22,1184,37502,44612,Influencer -> Lead -> Customer,Linear,4,323
2882,11718,5,Lead,2024-09-26,5391,27963,80333,Influencer -> Lead -> Upsell,Position Based,1,235
2883,11719,17,Opportunity,2024-06-08,3226,8356,80252,Events -> Lead -> Upsell,Linear,6,289
2884,11721,27,Customer,2024-08-08,3703,11306,61991,SEO -> Lead -> Upsell,Last Touch,4,105
2885,11722,16,SQL,2024-12-12,3024,34959,70963,Paid Search -> Lead -> Customer,Time Decay,4,356
2886,11727,1,MQL,2024-12-27,695,44938,36841,Display -> Lead -> MQL,Last Touch,3,83
2887,11733,27,Opportunity,2024-03-26,1028,33909,42149,SEO -> Lead -> MQL,First Touch,1,137
2888,11735,39,MQL,2024-04-29,9647,24938,4942,Content Marketing -> Lead -> SQL,First Touch,7,80
2889,11736,11,Lead,2024-07-30,2318,18787,94203,Events -> Lead -> MQL,Last Touch,5,68
2890,11740,21,SQL,2023-10-12,9622,38839,16842,Influencer -> Lead -> Lead,Last Touch,8,279
2891,11750,11,MQL,2024-09-23,3352,25866,71348,Events -> Lead -> Lead,Position Based,7,58
2892,11753,2,Customer,2024-09-15,7235,30939,81135,Direct Mail -> Lead -> Upsell,Last Touch,9,305
2893,11754,32,Lead,2024-02-28,3795,21172,69158,Influencer -> Lead -> SQL,Position Based,9,4
2894,11756,34,Lead,2024-07-21,6449,49599,91602,Events -> Lead -> Customer,Time Decay,1,360
2895,11763,43,Upsell,2024-08-18,7240,11671,52614,Social Media -> Lead -> Lead,First Touch,8,332
2896,11764,10,MQL,2023-07-22,2676,23476,54702,Social Media -> Lead -> Upsell,Linear,9,201
2897,11766,21,Opportunity,2024-10-21,1481,38983,97389,Influencer -> Lead -> Customer,Position Based,1,317
2898,11771,25,SQL,2024-11-10,1981,14677,34956,Direct Mail -> Lead -> MQL,Last Touch,3,34
2899,11774,43,Opportunity,2024-02-28,7528,29359,78683,Social Media -> Lead -> Upsell,First Touch,10,358
2900,11776,17,Opportunity,2024-10-18,9652,8367,8390,Events -> Lead -> Opportunity,Linear,6,330
2901,11784,4,Opportunity,2024-10-20,7272,40642,52409,Email -> Lead -> Lead,Linear,2,112
2902,11788,32,Opportunity,2024-11-26,6297,12271,42044,Influencer -> Lead -> MQL,Time Decay,5,238
2903,11793,36,MQL,2024-09-06,1077,36694,80901,Direct Mail -> Lead -> Lead,Position Based,1,241
2904,11798,28,SQL,2024-12-28,7242,5558,1915,Display -> Lead -> Upsell,Position Based,10,52
2905,11799,41,Customer,2024-06-07,1812,35125,37305,Events -> Lead -> Opportunity,First Touch,8,268
2906,11801,44,MQL,2024-01-31,7424,39574,20346,Influencer -> Lead -> Lead,Last Touch,2,9
2907,11803,5,SQL,2024-12-06,6571,38982,79349,Influencer -> Lead -> Customer,First Touch,4,42
2908,11813,9,SQL,2023-12-03,4657,27676,67191,Webinars -> Lead -> Opportunity,Last Touch,6,86
2909,11816,20,Lead,2024-07-16,8623,43701,16064,Influencer -> Lead -> Opportunity,Last Touch,5,252
2910,11819,23,SQL,2024-12-28,5602,27424,73647,Webinars -> Lead -> Lead,Time Decay,2,150
2911,11821,19,SQL,2024-10-13,9950,9015,75078,Influencer -> Lead -> MQL,Time Decay,9,44
2912,11829,14,Opportunity,2024-10-23,2524,10906,17137,Social Media -> Lead -> SQL,Last Touch,9,157
2913,11832,36,Upsell,2024-09-27,5540,28497,29380,Direct Mail -> Lead -> Upsell,Last Touch,10,294
2914,11836,27,Lead,2024-11-01,8798,2589,87629,SEO -> Lead -> MQL,Time Decay,6,260
2915,11837,46,Lead,2024-01-22,5677,26037,26468,Social Media -> Lead -> Customer,Last Touch,10,69
2916,11840,47,Opportunity,2024-08-08,5112,22240,69097,Influencer -> Lead -> MQL,Position Based,9,242
2917,11841,36,Upsell,2024-11-22,3365,33219,25249,Direct Mail -> Lead -> Opportunity,Time Decay,1,328
2918,11846,24,SQL,2024-07-30,555,10820,39186,SEO -> Lead -> Upsell,Last Touch,7,163
2919,11848,21,Customer,2023-09-21,3941,29701,98374,Influencer -> Lead -> Lead,Linear,9,188
2920,11853,36,MQL,2024-11-02,4256,43060,5234,Direct Mail -> Lead -> Customer,Last Touch,5,23
2921,11857,13,SQL,2024-10-14,5700,30280,28567,SEO -> Lead -> Customer,Time Decay,2,175
2922,11868,12,Opportunity,2024-04-19,5575,37080,51854,Events -> Lead -> SQL,Last Touch,6,66
2923,11873,12,Upsell,2024-06-20,8335,24505,15308,Events -> Lead -> SQL,First Touch,6,292
2924,11874,1,SQL,2024-07-29,7790,43892,3520,Display -> Lead -> Upsell,First Touch,6,317
2925,11888,45,SQL,2023-10-09,8952,3968,33462,Direct Mail -> Lead -> Customer,Linear,1,112
2926,11890,23,Upsell,2024-12-27,5762,11863,91637,Webinars -> Lead -> Upsell,Position Based,9,68
2927,11891,45,MQL,2023-08-29,7393,10563,63671,Direct Mail -> Lead -> MQL,Position Based,5,18
2928,11894,1,Customer,2024-04-16,5687,13689,48025,Display -> Lead -> MQL,Last Touch,10,298
2929,11899,1,MQL,2024-12-15,591,26504,11962,Display -> Lead -> MQL,Last Touch,7,94
2930,11904,24,Opportunity,2023-09-17,8410,32851,53555,SEO -> Lead -> MQL,Time Decay,10,222
2931,11905,14,SQL,2024-08-07,8773,46599,40537,Social Media -> Lead -> Lead,Linear,3,1
2932,11909,41,Customer,2024-07-12,6829,11602,60686,Events -> Lead -> MQL,Last Touch,8,332
2933,11911,18,Lead,2024-12-09,4722,44080,45873,Webinars -> Lead -> Opportunity,Position Based,3,257
2934,11912,45,MQL,2023-07-30,8128,40167,82056,Direct Mail -> Lead -> Opportunity,Last Touch,7,226
2935,11915,24,Opportunity,2024-01-29,9028,34412,30178,SEO -> Lead -> Upsell,Position Based,8,21
2936,11921,35,Customer,2024-12-24,4475,23295,64194,Events -> Lead -> Lead,Time Decay,1,229
2937,11925,31,MQL,2024-04-12,5444,25853,82018,Paid Search -> Lead -> Opportunity,Position Based,10,22
2938,11926,14,MQL,2024-07-25,8808,30262,96628,Social Media -> Lead -> SQL,Last Touch,4,333
2939,11932,39,SQL,2023-08-04,6900,47667,32442,Content Marketing -> Lead -> MQL,Last Touch,2,328
2940,11934,36,Upsell,2024-11-19,8944,32040,11723,Direct Mail -> Lead -> Upsell,Linear,1,240
2941,11938,26,SQL,2024-10-10,720,36530,69503,SEO -> Lead -> Lead,Linear,8,16
2942,11942,38,Customer,2024-04-10,2064,32334,21370,Direct Mail -> Lead -> Opportunity,Time Decay,6,211
2943,11943,28,Opportunity,2024-12-28,1238,36524,93912,Display -> Lead -> Customer,First Touch,5,183
2944,11946,15,Lead,2024-07-04,5732,30767,7126,Paid Search -> Lead -> MQL,Time Decay,10,39
2945,11947,41,MQL,2024-09-24,2213,13864,94962,Events -> Lead -> Upsell,Linear,2,37
2946,11948,41,SQL,2024-07-02,2750,13754,7430,Events -> Lead -> Opportunity,Position Based,1,216
2947,11949,20,Customer,2024-09-15,5995,41958,54948,Influencer -> Lead -> Opportunity,First Touch,5,63
2948,11956,24,Upsell,2024-08-27,5452,14393,81501,SEO -> Lead -> MQL,First Touch,1,277
2949,11957,7,Opportunity,2024-12-17,5960,15283,87526,Influencer -> Lead -> Upsell,Position Based,6,27
2950,11960,9,Lead,2024-01-19,8715,38215,91490,Webinars -> Lead -> SQL,Time Decay,4,39
2951,11962,33,Upsell,2024-12-24,5166,44754,10054,Display -> Lead -> SQL,Linear,1,240
2952,11971,37,Customer,2024-10-28,2492,21676,99985,Events -> Lead -> Customer,Linear,2,266
2953,11975,36,SQL,2024-11-18,6002,19646,14916,Direct Mail -> Lead -> Opportunity,First Touch,2,209
2954,11978,8,Customer,2024-03-08,7759,3872,54165,Influencer -> Lead -> Customer,First Touch,6,293
2955,11982,39,MQL,2023-06-20,1624,22664,27043,Content Marketing -> Lead -> Lead,Time Decay,3,365
2956,11983,37,Customer,2024-09-19,2097,31344,21011,Events -> Lead -> Upsell,Time Decay,1,316
2957,11986,27,Opportunity,2024-04-27,4958,31975,72383,SEO -> Lead -> Upsell,Position Based,4,225
2958,11987,36,Opportunity,2024-10-31,8911,37707,4088,Direct Mail -> Lead -> Customer,Linear,8,61
2959,11988,5,Upsell,2024-05-13,864,5909,31048,Influencer -> Lead -> MQL,Position Based,10,25
2960,11989,31,Customer,2024-02-11,7110,24651,79779,Paid Search -> Lead -> Customer,Linear,5,220
2961,11993,41,MQL,2024-08-24,268,31724,94613,Events -> Lead -> Customer,Time Decay,9,317
2962,11996,21,SQL,2024-01-03,6105,10711,99717,Influencer -> Lead -> Opportunity,First Touch,1,194
2963,11997,15,Lead,2024-01-10,121,49578,21103,Paid Search -> Lead -> Opportunity,Last Touch,10,358
2964,11999,31,Customer,2024-11-07,7403,37874,20638,Paid Search -> Lead -> Upsell,Linear,6,64
2965,12016,27,Lead,2024-06-20,5864,11323,9175,SEO -> Lead -> Lead,Position Based,6,51
2966,12017,2,Lead,2024-02-26,2326,12343,24868,Direct Mail -> Lead -> Opportunity,Last Touch,4,208
2967,12018,48,Opportunity,2024-02-28,9415,33253,49379,Social Media -> Lead -> MQL,Linear,1,58
2968,12023,27,SQL,2024-01-27,8798,27481,48446,SEO -> Lead -> MQL,Linear,1,9
2969,12025,7,Lead,2024-07-11,7579,25179,76896,Influencer -> Lead -> Upsell,First Touch,8,208
2970,12030,16,SQL,2024-09-17,8347,14045,26987,Paid Search -> Lead -> Opportunity,First Touch,6,15
2971,12032,3,Customer,2023-06-21,6474,9696,74119,Influencer -> Lead -> Lead,Last Touch,10,150
2972,12039,12,Customer,2024-02-23,6505,37121,4292,Events -> Lead -> Opportunity,Linear,7,40
2973,12040,39,SQL,2024-03-25,7776,20856,70924,Content Marketing -> Lead -> Lead,Linear,1,165
2974,12043,41,MQL,2024-11-25,9354,22187,98741,Events -> Lead -> Upsell,Position Based,7,117
2975,12046,9,Customer,2024-08-27,5202,13510,44727,Webinars -> Lead -> Customer,Linear,10,326
2976,12047,38,SQL,2024-09-01,7282,25961,4388,Direct Mail -> Lead -> Lead,Position Based,10,280
2977,12051,7,Opportunity,2024-10-24,1039,30248,36182,Influencer -> Lead -> Opportunity,Linear,6,351
2978,12057,4,Opportunity,2024-12-15,2115,21431,37435,Email -> Lead -> Customer,Time Decay,8,234
2979,12058,12,Opportunity,2024-09-02,5308,25163,44241,Events -> Lead -> SQL,Time Decay,8,283
2980,12061,24,SQL,2024-02-27,1949,46439,3978,SEO -> Lead -> Opportunity,Linear,5,28
2981,12063,39,Lead,2024-01-30,1791,37482,22798,Content Marketing -> Lead -> SQL,Linear,2,216
2982,12065,44,Opportunity,2024-05-26,3293,15110,29039,Influencer -> Lead -> MQL,First Touch,4,14
2983,12068,27,MQL,2024-12-30,4477,11624,60956,SEO -> Lead -> SQL,Position Based,10,250
2984,12069,33,Opportunity,2024-11-10,4492,22357,89618,Display -> Lead -> Customer,First Touch,6,15
2985,12070,26,SQL,2023-09-25,1238,13678,39459,SEO -> Lead -> Opportunity,Last Touch,5,117
2986,12084,48,Upsell,2024-01-15,7481,5528,91341,Social Media -> Lead -> SQL,First Touch,4,81
2987,12086,36,Upsell,2024-09-26,2034,48848,96846,Direct Mail -> Lead -> MQL,Linear,10,52
2988,12089,34,SQL,2024-02-22,404,34791,83808,Events -> Lead -> Customer,Last Touch,10,91
2989,12091,49,Upsell,2024-12-22,7928,46291,11857,Display -> Lead -> Lead,Last Touch,1,116
2990,12094,50,Customer,2024-10-08,2051,1529,8450,Influencer -> Lead -> Lead,Time Decay,6,58
2991,12096,36,Lead,2024-08-23,2171,19490,24456,Direct Mail -> Lead -> MQL,Linear,8,176
2992,12099,13,Lead,2024-09-16,3045,23796,79999,SEO -> Lead -> Opportunity,Time Decay,9,25
2993,12107,49,Upsell,2024-12-20,1118,37071,15689,Display -> Lead -> MQL,Linear,3,193
2994,12123,50,MQL,2024-12-25,2283,37671,70850,Influencer -> Lead -> Upsell,Time Decay,6,186
2995,12124,30,MQL,2024-09-26,7102,27382,35291,Influencer -> Lead -> Customer,Position Based,10,237
2996,12125,29,SQL,2023-10-13,2969,30144,61535,Influencer -> Lead -> Lead,Linear,7,232
2997,12126,45,Upsell,2024-11-21,2758,33565,2411,Direct Mail -> Lead -> SQL,First Touch,3,248
2998,12130,20,SQL,2024-11-01,3569,26881,89669,Influencer -> Lead -> Lead,Time Decay,2,358
2999,12135,14,Opportunity,2024-09-13,2546,45868,8385,Social Media -> Lead -> Customer,Position Based,5,189
3000,12136,31,Customer,2024-03-20,6975,12218,55928,Paid Search -> Lead -> SQL,First Touch,4,108
3001,12137,19,Customer,2024-07-03,198,17259,54321,Influencer -> Lead -> Opportunity,Linear,3,159
3002,12139,31,SQL,2024-10-09,6462,30305,23808,Paid Search -> Lead -> SQL,Last Touch,7,294
3003,12142,11,MQL,2024-11-08,8517,15931,72298,Events -> Lead -> SQL,Last Touch,1,62
3004,12146,49,SQL,2024-12-23,8542,27588,31081,Display -> Lead -> Upsell,Last Touch,3,359
3005,12155,16,SQL,2024-12-25,8485,10186,52365,Paid Search -> Lead -> SQL,Time Decay,6,18
3006,12158,49,Upsell,2024-12-22,8788,15140,67862,Display -> Lead -> Customer,Linear,4,18
3007,12163,19,MQL,2024-06-05,6275,19355,60363,Influencer -> Lead -> Lead,First Touch,7,252
3008,12166,18,Upsell,2024-12-29,9016,43463,74133,Webinars -> Lead -> SQL,First Touch,5,176
3009,12167,15,MQL,2023-07-18,5000,25456,29068,Paid Search -> Lead -> Upsell,Time Decay,2,101
3010,12173,30,Opportunity,2024-10-19,914,13281,27996,Influencer -> Lead -> Opportunity,Linear,2,252
3011,12174,16,Lead,2024-10-13,5802,19879,5790,Paid Search -> Lead -> Lead,Position Based,5,204
3012,12176,12,SQL,2023-11-18,315,49788,18715,Events -> Lead -> Opportunity,Linear,2,5
3013,12179,8,Lead,2024-12-15,8861,6034,41898,Influencer -> Lead -> Customer,Position Based,10,165
3014,12184,29,Opportunity,2024-12-07,118,10571,32502,Influencer -> Lead -> Lead,Linear,8,288
3015,12185,48,MQL,2023-09-20,4701,6408,69533,Social Media -> Lead -> Lead,Position Based,3,287
3016,12186,26,Customer,2024-06-16,1063,20930,74333,SEO -> Lead -> MQL,Time Decay,9,100
3017,12196,19,SQL,2024-04-24,3453,14470,53131,Influencer -> Lead -> Upsell,Last Touch,5,323
3018,12197,25,Opportunity,2024-12-30,5264,49754,13263,Direct Mail -> Lead -> Opportunity,Time Decay,5,216
3019,12201,29,SQL,2023-09-30,8989,40134,50061,Influencer -> Lead -> SQL,Position Based,1,59
3020,12219,19,SQL,2024-12-13,270,29936,10036,Influencer -> Lead -> Lead,Position Based,5,363
3021,12221,17,Upsell,2024-11-29,3276,26434,23686,Events -> Lead -> Lead,First Touch,9,27
3022,12229,27,Lead,2024-07-14,2394,39403,83701,SEO -> Lead -> Customer,Linear,6,79
3023,12231,32,Lead,2024-05-04,437,30022,29561,Influencer -> Lead -> MQL,Position Based,10,176
3024,12236,44,Lead,2024-06-15,6507,22911,70807,Influencer -> Lead -> Lead,Linear,8,247
3025,12241,23,SQL,2024-12-24,7439,41818,74721,Webinars -> Lead -> Opportunity,First Touch,6,156
3026,12245,42,Upsell,2024-11-07,3630,46033,75457,Direct Mail -> Lead -> Customer,Last Touch,3,251
3027,12249,28,Customer,2024-12-26,9568,31389,47652,Display -> Lead -> Lead,Position Based,8,139
3028,12252,46,Lead,2023-09-15,3374,39128,77438,Social Media -> Lead -> MQL,Position Based,2,246
3029,12255,35,Upsell,2024-10-29,7027,2136,94366,Events -> Lead -> MQL,Time Decay,3,286
3030,12258,6,Customer,2024-10-19,9315,3384,72177,SEO -> Lead -> MQL,Last Touch,1,278
3031,12260,26,MQL,2024-07-06,2710,17193,64633,SEO -> Lead -> SQL,Time Decay,3,196
3032,12264,42,Opportunity,2024-07-13,4660,39779,32053,Direct Mail -> Lead -> Upsell,Last Touch,9,307
3033,12265,3,Opportunity,2023-07-22,2094,40985,9342,Influencer -> Lead -> Customer,Last Touch,9,185
3034,12268,39,MQL,2023-12-24,6228,43633,92286,Content Marketing -> Lead -> MQL,Linear,6,338
3035,12270,15,Upsell,2024-09-30,9604,44246,89401,Paid Search -> Lead -> Opportunity,Position Based,6,117
3036,12271,30,Upsell,2024-06-06,6636,29793,72403,Influencer -> Lead -> Customer,Time Decay,7,100
3037,12275,40,Opportunity,2024-12-13,6036,42642,1917,Email -> Lead -> MQL,First Touch,4,153
3038,12290,22,Upsell,2024-01-07,4074,2640,28699,Display -> Lead -> Upsell,Position Based,8,316
3039,12291,22,MQL,2024-11-18,5804,6157,54811,Display -> Lead -> MQL,Time Decay,5,360
3040,12292,49,Upsell,2024-12-19,1968,39401,74553,Display -> Lead -> SQL,Linear,4,221
3041,12294,12,Customer,2024-05-09,7205,49045,73088,Events -> Lead -> MQL,Last Touch,10,197
3042,12296,4,SQL,2024-09-21,3171,24213,10167,Email -> Lead -> Upsell,Last Touch,1,185
3043,12300,25,MQL,2024-10-27,9260,43443,42113,Direct Mail -> Lead -> Customer,Position Based,9,71
3044,12305,13,Lead,2024-10-30,906,22620,88120,SEO -> Lead -> MQL,First Touch,4,46
3045,12306,35,SQL,2024-11-10,6417,17481,33665,Events -> Lead -> SQL,First Touch,3,10
3046,12308,37,MQL,2024-12-30,7901,15490,83213,Events -> Lead -> Upsell,Time Decay,8,249
3047,12322,46,SQL,2024-06-18,6302,5125,66594,Social Media -> Lead -> MQL,Linear,4,351
3048,12323,31,SQL,2024-12-26,6858,35541,2524,Paid Search -> Lead -> Upsell,Position Based,2,10
