attribution_id,conversion_id,campaign_id,attribution_model,attribution_percentage,attributed_revenue,touchpoint_position,days_from_first_touch,days_from_last_touch,channel_weight,interaction_type
16208,3242,18,Linear,0.93,1774.8,5,227,3,0.19,View
16209,3242,18,Time Decay,0.97,2070.6,4,208,11,0.78,View
16210,3242,18,Position Based,0.38,1947.3500000000001,6,220,22,0.67,View
16211,3243,46,First Touch,0.14,22029.0,2,205,4,0.9,Click
16212,3243,46,Last Touch,0.94,42295.68,3,126,8,0.79,Click
16213,3243,46,Linear,0.96,14098.56,2,103,21,0.48,Conversion
16214,3243,46,Time Decay,0.85,18944.94,9,59,6,0.3,Click
16215,3243,46,Position Based,0.36,42295.68,1,271,10,0.55,Conversion
16216,3244,21,First Touch,0.66,19375.52,4,271,28,0.62,Engagement
16217,3244,21,Last Touch,0.72,3735.04,10,166,25,0.63,Engagement
16218,3244,21,Linear,0.29,17041.12,2,29,23,0.4,Conversion
16219,3244,21,Time Decay,0.23,10271.36,4,139,27,0.84,Engagement
16220,3244,21,Position Based,0.41,23110.56,3,279,26,0.74,Conversion
16221,3245,11,First Touch,0.86,13727.25,1,242,9,0.16,Conversion
16222,3245,11,Last Touch,0.43,14032.300000000001,4,363,12,0.47,Engagement
16223,3245,11,Linear,1.0,27454.5,6,328,9,0.65,Click
16224,3245,11,Time Decay,0.6,17082.800000000003,6,18,1,0.35,Conversion
16225,3245,11,Position Based,0.27,26844.4,1,238,12,0.23,Engagement
16226,3246,40,First Touch,0.57,27491.48,10,326,6,0.22,Engagement
16227,3246,40,Last Touch,0.7,44166.64,4,268,13,0.18,Conversion
16228,3246,40,Linear,0.49,34251.68,6,322,17,0.23,Conversion
16229,3246,40,Time Decay,0.96,26590.12,6,296,21,0.15,Conversion
16230,3246,40,Position Based,0.19,18477.879999999997,3,327,29,0.68,View
16231,3247,37,First Touch,0.2,13350.44,5,218,9,0.45,Conversion
16232,3247,37,Last Touch,0.47,15510.070000000002,8,267,28,0.7,Conversion
16233,3247,37,Linear,0.66,12957.78,7,175,2,0.33,Click
16234,3247,37,Time Decay,0.29,17669.7,6,61,3,0.27,View
16235,3247,37,Position Based,0.83,11387.14,2,69,17,0.16,Engagement
16236,3248,2,First Touch,0.33,11888.699999999999,8,182,30,0.83,View
16237,3248,2,Last Touch,0.76,30514.33,3,96,7,0.17,View
16238,3248,2,Linear,0.46,14266.439999999999,7,316,13,0.35,View
16239,3248,2,Time Decay,0.56,20607.08,3,45,9,0.34,Click
16240,3248,2,Position Based,0.25,36062.39,5,214,14,0.75,Engagement
16241,3249,11,First Touch,0.17,6795.3,9,227,16,0.25,View
16242,3249,11,Last Touch,0.52,10645.97,1,137,8,0.11,View
16243,3249,11,Linear,0.49,21971.47,4,361,16,0.72,Conversion
16244,3249,11,Time Decay,0.57,15855.699999999999,1,293,1,0.92,Click
16245,3249,11,Position Based,0.99,18800.329999999998,10,334,20,0.2,Conversion
16246,3250,35,First Touch,0.7,7975.2,7,79,11,0.66,View
16247,3250,35,Last Touch,0.81,15950.4,7,184,12,0.11,Conversion
16248,3250,35,Linear,0.11,15618.099999999999,5,131,12,0.9,View
16249,3250,35,Time Decay,0.74,6812.15,8,279,30,0.55,Engagement
16250,3250,35,Position Based,0.25,7310.6,6,169,18,0.11,Click
16251,3251,5,First Touch,0.44,12108.3,1,157,17,0.73,Click
16252,3251,5,Last Touch,0.72,25427.43,7,148,30,0.78,Engagement
16253,3251,5,Linear,0.56,9686.64,6,210,19,0.6,Engagement
16254,3251,5,Time Decay,0.42,23005.769999999997,8,21,3,0.66,Engagement
16255,3251,5,Position Based,0.75,23005.769999999997,3,128,1,0.95,Conversion
16256,3252,10,First Touch,0.98,11095.4,8,306,3,0.93,Conversion
16257,3252,10,Last Touch,0.47,16069.199999999999,1,215,18,0.78,Click
16258,3252,10,Linear,0.14,6695.5,4,325,27,0.97,Conversion
16259,3252,10,Time Decay,0.22,13964.9,3,350,23,0.52,View
16260,3252,10,Position Based,0.14,3826.0,9,51,14,0.14,View
16261,3253,41,First Touch,0.88,8058.599999999999,10,215,22,0.42,Click
16262,3253,41,Last Touch,0.18,16117.199999999999,8,215,29,0.23,View
16263,3253,41,Linear,0.95,21126.6,5,184,21,0.94,Conversion
16264,3253,41,Time Decay,0.76,16988.4,3,5,16,0.67,Engagement
16265,3253,41,Position Based,0.24,11543.400000000001,6,308,9,0.58,Conversion
16266,3254,17,First Touch,0.58,7836.3,8,180,9,0.71,Click
16267,3254,17,Last Touch,0.23,3395.73,7,298,15,0.44,View
16268,3254,17,Linear,0.99,1567.26,1,4,9,0.94,View
16269,3254,17,Time Decay,0.31,4179.36,3,32,16,0.72,View
16270,3254,17,Position Based,0.69,6791.46,2,29,19,0.73,Engagement
16271,3255,20,First Touch,0.88,14688.68,9,135,19,0.87,View
16272,3255,20,Last Touch,0.34,22465.04,1,33,20,0.36,View
16273,3255,20,Linear,0.81,9504.44,6,157,26,1.0,Click
16274,3255,20,Time Decay,0.78,14256.66,3,270,12,0.72,Engagement
16275,3255,20,Position Based,0.24,31105.44,4,227,21,0.83,Click
16276,3256,42,First Touch,0.36,401.99,2,285,25,0.28,Conversion
16277,3256,42,Last Touch,0.49,593.1,7,10,22,0.27,Engagement
16278,3256,42,Linear,0.58,500.84000000000003,8,352,8,0.42,Click
16279,3256,42,Time Decay,0.95,197.7,6,356,7,0.51,Click
16280,3256,42,Position Based,0.65,461.29999999999995,5,249,12,0.23,View
16281,3257,33,First Touch,0.96,33937.04,8,264,16,0.24,Conversion
16282,3257,33,Last Touch,0.3,7359.84,3,225,3,0.74,Engagement
16283,3257,33,Linear,0.7,27394.960000000003,6,329,14,0.71,Engagement
16284,3257,33,Time Decay,0.49,24123.92,8,36,23,0.5,View
16285,3257,33,Position Based,0.33,17172.96,6,170,12,0.64,Conversion
16286,3258,12,First Touch,0.47,828.0,4,190,12,0.33,View
16287,3258,12,Last Touch,0.35,517.5,1,125,10,0.12,Engagement
16288,3258,12,Linear,0.37,362.25,3,170,14,0.57,View
16289,3258,12,Time Decay,0.12,1621.5,3,99,26,0.14,Conversion
16290,3258,12,Position Based,0.44,1190.25,3,105,2,0.17,View
16291,3259,47,First Touch,0.55,26742.64,10,126,29,0.62,Engagement
16292,3259,47,Last Touch,0.31,30431.280000000002,8,177,8,0.84,Conversion
16293,3259,47,Linear,0.85,13832.4,8,246,5,0.13,Engagement
16294,3259,47,Time Decay,0.43,45646.92,10,221,11,0.76,Click
16295,3259,47,Position Based,0.46,14754.56,7,291,26,0.79,Click
16296,3260,21,First Touch,0.35,2600.64,1,352,29,0.6,Engagement
16297,3260,21,Last Touch,0.99,574.5600000000001,7,227,16,0.46,Click
16298,3260,21,Linear,0.22,2388.96,8,219,20,0.71,View
16299,3260,21,Time Decay,0.19,2207.52,6,332,29,0.49,Engagement
16300,3260,21,Position Based,0.4,876.9599999999999,10,236,3,0.97,Engagement
16301,3261,40,First Touch,0.12,45912.6,2,300,30,0.27,Conversion
16302,3261,40,Last Touch,0.46,39424.950000000004,8,244,2,0.45,Engagement
16303,3261,40,Linear,0.79,48407.85,5,105,28,0.21,Click
16304,3261,40,Time Decay,0.22,32937.3,7,207,7,0.91,Conversion
16305,3261,40,Position Based,0.28,46411.65,2,83,14,0.24,Click
16306,3262,37,First Touch,0.97,9150.38,2,153,14,0.67,Engagement
16307,3262,37,Last Touch,0.43,8815.61,1,353,21,0.83,Click
16308,3262,37,Linear,0.69,5914.27,1,279,23,0.4,Click
16309,3262,37,Time Decay,0.21,7253.35,2,72,2,0.93,Conversion
16310,3262,37,Position Based,0.89,5802.68,8,178,19,0.69,View
16311,3263,17,First Touch,0.14,14628.24,3,1,13,0.84,Conversion
16312,3263,17,Last Touch,0.27,38195.96,1,70,24,0.56,View
16313,3263,17,Linear,0.29,17878.96,10,265,2,0.97,View
16314,3263,17,Time Decay,0.27,40227.659999999996,10,308,1,0.93,Conversion
16315,3263,17,Position Based,0.39,16659.94,3,336,1,0.48,Engagement
16316,3264,15,First Touch,0.15,40362.39,6,112,16,0.34,View
16317,3264,15,Last Touch,0.37,13151.789999999999,9,280,29,0.66,Engagement
16318,3264,15,Linear,0.72,36734.310000000005,7,184,8,0.11,Conversion
16319,3264,15,Time Decay,0.77,25850.069999999996,8,97,22,0.57,Conversion
16320,3264,15,Position Based,0.21,14512.32,6,182,26,0.93,Engagement
16321,3265,47,First Touch,0.66,12388.400000000001,7,300,26,0.12,Conversion
16322,3265,47,Last Touch,0.28,5574.78,5,45,25,0.21,Engagement
16323,3265,47,Linear,0.81,19511.73,1,51,17,0.39,View
16324,3265,47,Time Decay,0.29,28803.030000000002,1,234,18,0.25,Conversion
16325,3265,47,Position Based,0.11,16104.92,2,146,8,0.93,View
16326,3266,22,First Touch,0.18,1007.9999999999999,10,242,29,0.59,Click
16327,3266,22,Last Touch,0.88,547.2,1,275,8,0.17,Engagement
16328,3266,22,Linear,0.86,1411.2,10,282,27,0.66,Conversion
16329,3266,22,Time Decay,0.81,561.6,10,112,5,0.65,View
16330,3266,22,Position Based,0.34,849.5999999999999,3,111,1,0.86,View
16331,3267,9,First Touch,0.13,4754.549999999999,6,295,25,0.87,Engagement
16332,3267,9,Last Touch,0.71,13443.9,2,119,17,0.31,Conversion
16333,3267,9,Linear,1.0,12296.25,5,147,24,0.67,Conversion
16334,3267,9,Time Decay,0.91,3770.8500000000004,2,151,9,0.82,View
16335,3267,9,Position Based,0.64,3606.9,7,244,23,0.55,Engagement
16336,3268,46,First Touch,0.46,26681.2,9,86,20,0.68,Conversion
16337,3268,46,Last Touch,0.79,29026.8,8,13,18,0.83,View
16338,3268,46,Linear,0.91,19351.2,2,229,23,0.58,Engagement
16339,3268,46,Time Decay,0.31,3225.2,5,150,28,0.77,Conversion
16340,3268,46,Position Based,0.68,24042.399999999998,2,259,24,0.89,View
16341,3269,34,First Touch,0.91,10438.68,10,254,29,1.0,Click
16342,3269,34,Last Touch,0.62,20149.079999999998,1,355,8,0.34,Conversion
16343,3269,34,Linear,0.12,17964.24,3,262,25,0.13,Conversion
16344,3269,34,Time Decay,0.97,21848.4,9,219,13,0.52,Click
16345,3269,34,Position Based,0.81,19420.8,1,211,10,0.53,Engagement
16346,3270,44,First Touch,0.21,3775.2,5,345,26,0.23,Conversion
16347,3270,44,Last Touch,0.81,13087.36,8,283,15,0.36,View
16348,3270,44,Linear,0.42,12584.0,4,363,22,0.29,Conversion
16349,3270,44,Time Decay,0.45,11577.28,2,18,13,0.95,Engagement
16350,3270,44,Position Based,1.0,6040.32,6,176,20,0.4,Conversion
16351,3271,15,First Touch,0.7,23329.239999999998,8,338,23,0.56,View
16352,3271,15,Last Touch,0.68,8196.76,3,225,8,0.23,View
16353,3271,15,Linear,0.52,22383.46,4,329,8,0.58,Click
16354,3271,15,Time Decay,0.32,4098.38,8,21,4,0.59,View
16355,3271,15,Position Based,0.9,29634.44,7,76,8,0.56,Engagement
16356,3272,1,First Touch,0.61,11831.6,3,272,16,0.34,View
16357,3272,1,Last Touch,0.81,12369.4,8,166,5,0.22,Conversion
16358,3272,1,Linear,0.43,6184.7,5,25,23,0.39,View
16359,3272,1,Time Decay,0.37,20974.2,5,100,7,0.86,Click
16360,3272,1,Position Based,0.19,5378.0,7,192,10,0.64,View
16361,3273,27,First Touch,0.4,19443.48,5,209,27,0.51,Conversion
16362,3273,27,Last Touch,0.55,23381.399999999998,4,52,18,0.19,View
16363,3273,27,Linear,0.72,22150.8,1,120,1,0.95,View
16364,3273,27,Time Decay,0.21,7875.84,5,228,24,0.44,Click
16365,3273,27,Position Based,0.46,20181.84,10,279,23,0.63,Engagement
16366,3274,41,First Touch,0.37,4217.23,3,205,26,0.92,Click
16367,3274,41,Last Touch,0.24,4268.04,5,105,3,0.22,Engagement
16368,3274,41,Linear,0.78,3150.22,6,121,2,0.42,View
16369,3274,41,Time Decay,0.47,3912.37,8,141,11,0.55,Conversion
16370,3274,41,Position Based,0.39,1371.8700000000001,5,294,23,0.95,Engagement
16371,3275,29,First Touch,0.7,1902.24,1,281,10,0.74,Conversion
16372,3275,29,Last Touch,0.63,343.46000000000004,2,77,16,0.96,Click
16373,3275,29,Linear,0.69,1664.46,2,50,9,0.87,View
16374,3275,29,Time Decay,0.77,581.24,3,251,7,0.25,Conversion
16375,3275,29,Position Based,0.86,290.62,2,123,7,0.11,Conversion
16376,3276,47,First Touch,0.7,19393.600000000002,3,48,8,0.99,Conversion
16377,3276,47,Last Touch,0.24,11978.4,1,116,20,0.44,Conversion
16378,3276,47,Linear,0.2,5989.2,6,57,5,0.29,Conversion
16379,3276,47,Time Decay,0.54,22530.8,3,247,15,0.86,Click
16380,3276,47,Position Based,0.88,13974.8,7,148,7,0.85,Conversion
16381,3277,30,First Touch,0.49,12672.8,7,60,17,0.62,Conversion
16382,3277,30,Last Touch,0.48,16760.8,9,351,24,0.44,Click
16383,3277,30,Linear,0.77,33930.4,9,208,29,0.73,Click
16384,3277,30,Time Decay,0.87,15125.6,5,330,2,0.19,Engagement
16385,3277,30,Position Based,0.88,8176.0,9,300,14,0.69,Engagement
16386,3278,26,First Touch,0.18,2622.06,8,315,24,0.79,View
16387,3278,26,Last Touch,0.18,2205.86,8,6,9,0.65,Click
16388,3278,26,Linear,0.33,2289.1000000000004,3,249,9,0.68,Conversion
16389,3278,26,Time Decay,0.53,1748.04,3,200,19,0.56,View
16390,3278,26,Position Based,0.87,3787.42,10,361,18,0.93,Conversion
16391,3279,4,First Touch,0.72,15719.2,10,111,6,0.24,View
16392,3279,4,Last Touch,0.58,12631.5,6,339,29,0.27,Engagement
16393,3279,4,Linear,0.77,15438.500000000002,6,103,15,0.34,View
16394,3279,4,Time Decay,0.4,15719.2,5,237,6,0.22,Engagement
16395,3279,4,Position Based,0.92,21052.5,7,315,15,0.17,Click
16396,3280,11,First Touch,0.11,31627.480000000003,5,341,19,0.35,Click
16397,3280,11,Last Touch,0.57,37208.8,3,213,17,0.95,Engagement
16398,3280,11,Linear,0.39,7441.76,1,83,22,0.43,Conversion
16399,3280,11,Time Decay,0.75,39999.46,10,199,15,0.58,Engagement
16400,3280,11,Position Based,0.3,43720.34,7,296,26,0.94,View
16401,3281,35,First Touch,0.51,12026.349999999999,4,322,11,0.19,Conversion
16402,3281,35,Last Touch,0.7,7215.8099999999995,3,140,11,0.57,Click
16403,3281,35,Linear,0.74,19242.160000000003,5,204,17,0.35,Click
16404,3281,35,Time Decay,0.47,17180.5,4,214,10,0.35,View
16405,3281,35,Position Based,0.51,19242.160000000003,1,351,10,0.28,Conversion
16406,3282,22,First Touch,0.45,4543.5,5,174,26,0.53,Conversion
16407,3282,22,Last Touch,0.88,5452.2,7,265,24,0.58,Click
16408,3282,22,Linear,0.22,5633.94,8,286,21,0.82,Click
16409,3282,22,Time Decay,0.99,5088.72,8,64,28,0.98,Click
16410,3282,22,Position Based,0.54,17992.26,7,18,18,0.83,View
16411,3283,30,First Touch,0.61,3196.5,7,97,24,0.13,Conversion
16412,3283,30,Last Touch,0.46,2898.1600000000003,6,191,17,0.57,View
16413,3283,30,Linear,0.62,809.78,6,163,10,0.71,Conversion
16414,3283,30,Time Decay,0.12,2727.68,5,74,14,0.71,Engagement
16415,3283,30,Position Based,0.76,2812.92,6,201,18,0.11,Click
16416,3284,16,First Touch,0.11,8311.710000000001,1,365,3,0.9,View
16417,3284,16,Last Touch,0.87,3778.0499999999997,2,57,18,0.55,View
16418,3284,16,Linear,0.24,21157.079999999998,10,323,14,0.97,Conversion
16419,3284,16,Time Decay,0.17,4785.53,4,153,1,0.75,Click
16420,3284,16,Position Based,0.46,10326.67,6,227,6,0.99,Click
16421,3285,50,First Touch,0.71,34998.3,3,142,8,0.61,Engagement
16422,3285,50,Last Touch,0.8,31687.65,2,5,6,0.48,Engagement
16423,3285,50,Linear,0.74,20336.85,4,347,24,0.86,View
16424,3285,50,Time Decay,0.55,22701.6,2,4,14,0.91,Conversion
16425,3285,50,Position Based,0.45,8986.05,8,341,26,0.65,View
16426,3286,26,First Touch,0.36,10741.640000000001,9,301,10,0.87,View
16427,3286,26,Last Touch,0.34,13427.050000000001,10,71,9,0.74,Engagement
16428,3286,26,Linear,0.79,16112.460000000001,5,259,30,0.48,View
16429,3286,26,Time Decay,0.6,2685.4100000000003,1,100,16,0.19,Engagement
16430,3286,26,Position Based,0.15,6610.24,6,282,1,0.6,Click
16431,3287,10,First Touch,0.28,13596.6,6,62,18,0.76,Engagement
16432,3287,10,Last Touch,0.69,22207.78,8,140,23,0.64,View
16433,3287,10,Linear,0.67,39883.36,1,111,17,0.57,Click
16434,3287,10,Time Decay,0.25,7251.52,7,295,16,0.46,Click
16435,3287,10,Position Based,0.36,14956.26,3,345,30,0.78,View
16436,3288,49,First Touch,0.45,8352.949999999999,10,351,22,0.83,View
16437,3288,49,Last Touch,0.24,5994.47,10,190,19,0.33,View
16438,3288,49,Linear,0.86,4225.61,10,315,23,0.13,Click
16439,3288,49,Time Decay,0.56,3046.37,10,45,2,0.33,Conversion
16440,3288,49,Position Based,0.71,1768.86,10,125,20,0.95,Engagement
16441,3289,35,First Touch,0.62,39047.6,9,287,4,0.48,View
16442,3289,35,Last Touch,0.5,9138.8,2,186,15,0.5,Engagement
16443,3289,35,Linear,0.51,17862.2,2,142,8,0.92,Conversion
16444,3289,35,Time Decay,0.56,28662.6,1,315,18,0.76,View
16445,3289,35,Position Based,0.26,20354.6,1,285,29,0.9,View
16446,3290,21,First Touch,0.17,31634.64,2,222,2,0.78,View
16447,3290,21,Last Touch,0.68,18014.17,4,65,12,0.85,Click
16448,3290,21,Linear,0.14,23286.61,4,216,7,0.57,Click
16449,3290,21,Time Decay,0.76,25044.089999999997,9,230,17,0.99,View
16450,3290,21,Position Based,0.5,20650.39,5,219,30,0.95,Conversion
16451,3291,25,First Touch,0.1,8170.76,1,350,29,0.44,Conversion
16452,3291,25,Last Touch,0.94,3655.34,3,229,27,0.17,Conversion
16453,3291,25,Linear,0.84,15051.4,9,76,23,0.71,View
16454,3291,25,Time Decay,0.59,8600.800000000001,3,26,5,0.29,Conversion
16455,3291,25,Position Based,0.75,15481.439999999999,2,75,5,0.71,Click
16456,3292,11,First Touch,0.41,9006.0,8,162,13,0.88,View
16457,3292,11,Last Touch,0.94,5095.5,2,302,12,0.37,Click
16458,3292,11,Linear,0.2,7465.5,7,86,30,0.3,Conversion
16459,3292,11,Time Decay,0.71,1422.0,2,194,22,0.12,Engagement
16460,3292,11,Position Based,0.69,6872.999999999999,5,318,1,0.59,Conversion
16461,3293,31,First Touch,0.4,19757.25,8,175,27,0.89,Engagement
16462,3293,31,Last Touch,0.88,18001.05,10,292,28,0.78,Engagement
16463,3293,31,Linear,0.78,25903.949999999997,8,285,6,0.62,Click
16464,3293,31,Time Decay,0.28,7463.85,2,168,26,0.79,View
16465,3293,31,Position Based,0.15,20196.3,8,230,25,0.1,View
16466,3294,1,First Touch,0.1,2719.98,8,28,9,0.33,Conversion
16467,3294,1,Last Touch,0.84,1662.21,7,242,11,0.33,Engagement
16468,3294,1,Linear,0.32,5742.18,3,67,3,0.63,Conversion
16469,3294,1,Time Decay,0.28,7555.5,10,9,10,0.89,Conversion
16470,3294,1,Position Based,0.31,2568.8700000000003,7,194,11,0.81,Click
16471,3295,7,First Touch,0.95,1442.28,3,353,27,0.57,Conversion
16472,3295,7,Last Touch,0.61,4447.03,4,67,20,0.7,Conversion
16473,3295,7,Linear,0.7,10576.72,3,298,14,0.31,Click
16474,3295,7,Time Decay,0.95,10576.72,4,81,15,0.16,Click
16475,3295,7,Position Based,0.44,9495.01,6,312,19,0.92,Click
16476,3296,3,First Touch,0.93,18581.8,10,221,17,0.11,View
16477,3296,3,Last Touch,0.37,22087.8,3,182,13,0.91,Conversion
16478,3296,3,Linear,0.73,24892.6,5,262,16,0.67,Conversion
16479,3296,3,Time Decay,0.85,22789.0,6,359,29,0.58,Click
16480,3296,3,Position Based,0.71,16478.2,5,98,9,0.76,Engagement
16481,3297,28,First Touch,0.73,6843.54,4,261,5,0.28,Conversion
16482,3297,28,Last Touch,0.42,29862.719999999998,3,43,28,0.87,Click
16483,3297,28,Linear,0.94,8087.820000000001,2,60,20,0.87,Engagement
16484,3297,28,Time Decay,0.59,6221.400000000001,3,152,23,0.19,Click
16485,3297,28,Position Based,0.86,23641.32,5,264,19,0.55,Conversion
16486,3298,49,First Touch,0.72,5303.06,7,121,23,0.98,Click
16487,3298,49,Last Touch,0.46,31439.57,1,116,6,0.55,Conversion
16488,3298,49,Linear,0.67,9090.96,9,348,29,0.16,View
16489,3298,49,Time Decay,0.1,13257.65,10,272,6,0.42,Engagement
16490,3298,49,Position Based,0.84,12500.07,4,170,7,0.62,View
16491,3299,35,First Touch,0.13,3125.7000000000003,6,164,7,0.51,Conversion
16492,3299,35,Last Touch,0.21,5436.0,7,341,20,0.73,Conversion
16493,3299,35,Linear,0.45,8154.0,2,293,25,0.67,Conversion
16494,3299,35,Time Decay,0.17,8018.099999999999,1,259,28,0.97,Click
16495,3299,35,Position Based,0.69,9648.9,2,344,15,0.69,Click
16496,3300,38,First Touch,0.75,896.7500000000001,6,135,25,0.92,Engagement
16497,3300,38,Last Touch,0.81,1635.25,7,257,4,0.96,Conversion
16498,3300,38,Linear,0.6,3587.0000000000005,10,229,16,0.88,Click
16499,3300,38,Time Decay,0.15,1899.0,9,280,10,0.86,Conversion
16500,3300,38,Position Based,0.41,2532.0,3,229,28,0.31,Engagement
16501,3301,1,First Touch,0.24,25429.31,1,352,11,0.67,Conversion
16502,3301,1,Last Touch,0.53,24141.75,7,315,14,0.56,Click
16503,3301,1,Linear,0.38,14806.94,1,304,7,0.94,Conversion
16504,3301,1,Time Decay,0.64,18991.51,9,88,17,0.64,View
16505,3301,1,Position Based,0.16,20279.07,3,331,24,0.43,View
16506,3302,4,First Touch,0.72,20311.2,4,158,9,0.97,Engagement
16507,3302,4,Last Touch,0.22,18127.2,9,105,7,0.2,Engagement
16508,3302,4,Linear,0.69,15506.4,10,85,25,0.78,Click
16509,3302,4,Time Decay,0.88,13104.0,7,251,5,0.93,Engagement
16510,3302,4,Position Based,0.39,2402.4,5,134,6,0.94,View
16511,3303,8,First Touch,0.74,12771.66,3,199,22,0.37,Engagement
16512,3303,8,Last Touch,0.37,7766.55,1,365,11,0.14,Conversion
16513,3303,8,Linear,0.56,7593.96,6,336,30,0.78,Conversion
16514,3303,8,Time Decay,0.97,11218.35,7,21,2,0.66,Engagement
16515,3303,8,Position Based,0.41,16568.64,2,290,11,0.82,View
16516,3304,1,First Touch,0.22,30159.36,5,114,7,0.5,Conversion
16517,3304,1,Last Touch,0.27,24504.48,6,273,16,0.98,Engagement
16518,3304,1,Linear,0.64,19792.08,6,156,22,0.16,Engagement
16519,3304,1,Time Decay,0.31,9424.8,5,1,11,0.19,Click
16520,3304,1,Position Based,0.94,30473.52,1,195,25,0.82,Click
16521,3305,44,First Touch,0.35,20366.039999999997,1,348,15,0.82,Engagement
16522,3305,44,Last Touch,0.95,20149.38,5,310,26,0.44,View
16523,3305,44,Linear,0.35,19282.74,1,212,1,0.46,Engagement
16524,3305,44,Time Decay,0.31,7366.4400000000005,7,74,29,0.58,Conversion
16525,3305,44,Position Based,0.53,9966.36,2,248,10,0.5,Conversion
16526,3306,37,First Touch,0.15,24446.960000000003,5,124,15,0.98,Click
16527,3306,37,Last Touch,0.19,6202.96,10,319,1,0.56,Engagement
16528,3306,37,Linear,0.6,29555.280000000002,3,299,9,0.53,View
16529,3306,37,Time Decay,0.14,4378.5599999999995,3,277,6,0.25,Engagement
16530,3306,37,Position Based,0.89,31744.56,1,287,30,0.14,View
16531,3307,23,First Touch,0.92,4693.07,5,157,8,0.89,Conversion
16532,3307,23,Last Touch,0.77,8415.16,9,175,3,0.76,Engagement
16533,3307,23,Linear,0.18,5016.73,10,227,30,0.4,Click
16534,3307,23,Time Decay,0.66,9547.97,9,41,30,0.75,View
16535,3307,23,Position Based,0.66,5178.56,1,67,30,0.66,View
16536,3308,1,First Touch,0.71,9838.199999999999,4,361,28,0.93,View
16537,3308,1,Last Touch,0.3,15905.09,3,201,17,0.26,View
16538,3308,1,Linear,0.97,11641.869999999999,8,163,27,0.38,View
16539,3308,1,Time Decay,0.97,15577.15,10,267,23,0.79,View
16540,3308,1,Position Based,0.34,5738.95,3,203,27,0.28,Click
16541,3309,20,First Touch,0.18,5794.47,8,165,29,0.62,Engagement
16542,3309,20,Last Touch,0.14,3511.7999999999997,8,345,12,0.26,Conversion
16543,3309,20,Linear,0.42,4975.05,5,43,29,0.87,Conversion
16544,3309,20,Time Decay,0.2,3102.09,3,190,10,0.86,Click
16545,3309,20,Position Based,0.99,4448.28,2,235,23,0.45,Conversion
16546,3310,13,First Touch,0.21,26000.71,7,52,4,0.49,Engagement
16547,3310,13,Last Touch,0.37,35695.89,1,121,23,0.92,Click
16548,3310,13,Linear,0.47,20271.74,9,44,30,0.56,Engagement
16549,3310,13,Time Decay,0.7,22475.19,7,193,28,0.91,Engagement
16550,3310,13,Position Based,0.34,24678.640000000003,7,137,1,0.3,Click
16551,3311,9,First Touch,0.98,9151.17,4,90,26,0.92,Conversion
16552,3311,9,Last Touch,0.46,40962.38,4,175,8,0.45,Conversion
16553,3311,9,Linear,0.99,19173.88,7,356,14,0.69,Conversion
16554,3311,9,Time Decay,0.92,11330.02,1,162,9,0.53,Engagement
16555,3311,9,Position Based,0.16,41398.15,9,93,5,0.49,View
16556,3312,35,First Touch,0.78,13067.73,3,292,24,0.66,Engagement
16557,3312,35,Last Touch,0.54,9717.029999999999,9,315,13,0.21,Conversion
16558,3312,35,Linear,0.89,3685.77,2,314,16,0.84,Conversion
16559,3312,35,Time Decay,0.26,31831.649999999998,6,71,24,0.13,Conversion
16560,3312,35,Position Based,0.13,4355.91,8,365,9,0.19,View
16561,3313,40,First Touch,0.82,25095.84,2,58,20,0.72,View
16562,3313,40,Last Touch,0.88,18110.399999999998,8,216,19,0.4,Engagement
16563,3313,40,Linear,0.3,24060.960000000003,7,354,1,0.5,Click
16564,3313,40,Time Decay,0.33,19662.72,7,57,20,0.48,Conversion
16565,3313,40,Position Based,0.57,14488.320000000002,7,45,10,0.71,View
16566,3314,37,First Touch,0.17,2490.52,8,321,29,0.27,View
16567,3314,37,Last Touch,0.43,2326.67,3,313,5,0.37,Engagement
16568,3314,37,Linear,0.83,2195.59,5,301,26,0.57,Conversion
16569,3314,37,Time Decay,0.96,2490.52,7,281,13,0.87,Engagement
16570,3314,37,Position Based,0.89,753.71,1,330,8,0.61,Click
16571,3315,21,First Touch,0.34,13112.2,1,8,16,0.53,Engagement
16572,3315,21,Last Touch,0.71,18307.6,6,186,15,0.25,Click
16573,3315,21,Linear,0.87,16823.2,9,185,5,0.34,Engagement
16574,3315,21,Time Decay,0.48,20039.4,1,293,10,0.5,Click
16575,3315,21,Position Based,0.54,22018.6,6,231,13,0.51,View
16576,3316,24,First Touch,0.88,15676.800000000001,8,122,4,0.47,View
16577,3316,24,Last Touch,0.62,27434.4,6,143,18,0.23,Conversion
16578,3316,24,Linear,0.54,15676.800000000001,2,71,24,0.21,Conversion
16579,3316,24,Time Decay,0.12,28414.199999999997,3,190,22,0.98,Conversion
16580,3316,24,Position Based,0.9,37722.3,1,129,7,0.23,View
16581,3317,33,First Touch,0.21,16464.51,5,9,18,0.27,Click
16582,3317,33,Last Touch,0.36,9176.94,4,175,4,0.66,View
16583,3317,33,Linear,0.77,2969.01,4,23,15,0.57,Conversion
16584,3317,33,Time Decay,0.16,23752.08,6,85,20,0.69,Click
16585,3317,33,Position Based,0.44,16194.599999999999,7,38,11,0.7,View
16586,3318,37,First Touch,0.82,26397.8,3,139,19,0.9,Conversion
